Model,MSO64
Waveform Type,ANALOG
Horizontal Units,s
Sample Interval,4.00000000e-11
Record Length,50000
Zero Index,2999.43750000
Vertical Units,V
ANALOG_Thumbnail,

TIME,CH1
-1.19977500e-07,4.17031250e-04
-1.19937500e-07,4.83437500e-04
-1.19897500e-07,4.86093750e-04
-1.19857500e-07,3.77187500e-04
-1.19817500e-07,1.75312500e-04
-1.19777500e-07,-4.51562500e-05
-1.19737500e-07,-1.88593750e-04
-1.19697500e-07,-1.88593750e-04
-1.19657500e-07,-3.18750000e-05
-1.19617500e-07,2.41718750e-04
-1.19577500e-07,5.39218750e-04
-1.19537500e-07,7.54375000e-04
-1.19497500e-07,8.02187500e-04
-1.19457500e-07,6.72031250e-04
-1.19417500e-07,4.22343750e-04
-1.19377500e-07,1.72656250e-04
-1.19337500e-07,2.92187500e-05
-1.19297500e-07,2.39062500e-05
-1.19257500e-07,1.14218750e-04
-1.19217500e-07,2.04531250e-04
-1.19177500e-07,2.17812500e-04
-1.19137500e-07,1.40781250e-04
-1.19097500e-07,7.96875000e-06
-1.19057500e-07,-1.03593750e-04
-1.19017500e-07,-1.27500000e-04
-1.18977500e-07,-2.65625000e-05
-1.18937500e-07,1.91250000e-04
-1.18897500e-07,4.72812500e-04
-1.18857500e-07,7.25156250e-04
-1.18817500e-07,8.55312500e-04
-1.18777500e-07,8.15468750e-04
-1.18737500e-07,6.53437500e-04
-1.18697500e-07,4.88750000e-04
-1.18657500e-07,4.38281250e-04
-1.18617500e-07,5.28593750e-04
-1.18577500e-07,6.69375000e-04
-1.18537500e-07,7.14531250e-04
-1.18497500e-07,5.89687500e-04
-1.18457500e-07,3.58593750e-04
-1.18417500e-07,1.88593750e-04
-1.18377500e-07,2.33750000e-04
-1.18337500e-07,5.02031250e-04
-1.18297500e-07,8.28750000e-04
-1.18257500e-07,1.00140625e-03
-1.18217500e-07,9.03125000e-04
-1.18177500e-07,5.92343750e-04
-1.18137500e-07,2.68281250e-04
-1.18097500e-07,1.27500000e-04
-1.18057500e-07,2.31093750e-04
-1.18017500e-07,4.67500000e-04
-1.17977500e-07,6.32187500e-04
-1.17937500e-07,5.55156250e-04
-1.17897500e-07,2.15156250e-04
-1.17857500e-07,-2.49687500e-04
-1.17817500e-07,-6.10937500e-04
-1.17777500e-07,-6.82656250e-04
-1.17737500e-07,-4.38281250e-04
-1.17697500e-07,-2.65625000e-05
-1.17657500e-07,3.18750000e-04
-1.17617500e-07,4.32968750e-04
-1.17577500e-07,3.13437500e-04
-1.17537500e-07,1.35468750e-04
-1.17497500e-07,9.56250000e-05
-1.17457500e-07,2.65625000e-04
-1.17417500e-07,5.20625000e-04
-1.17377500e-07,6.48125000e-04
-1.17337500e-07,5.02031250e-04
-1.17297500e-07,1.35468750e-04
-1.17257500e-07,-2.28437500e-04
-1.17217500e-07,-3.74531250e-04
-1.17177500e-07,-2.47031250e-04
-1.17137500e-07,1.06250000e-05
-1.17097500e-07,1.77968750e-04
-1.17057500e-07,1.35468750e-04
-1.17017500e-07,-5.31250000e-05
-1.16977500e-07,-1.93906250e-04
-1.16937500e-07,-1.24843750e-04
-1.16897500e-07,1.72656250e-04
-1.16857500e-07,5.52500000e-04
-1.16817500e-07,8.12812500e-04
-1.16777500e-07,8.23437500e-04
-1.16737500e-07,5.73750000e-04
-1.16697500e-07,1.64687500e-04
-1.16657500e-07,-2.52343750e-04
-1.16617500e-07,-5.36562500e-04
-1.16577500e-07,-5.92343750e-04
-1.16537500e-07,-3.98437500e-04
-1.16497500e-07,-2.92187500e-05
-1.16457500e-07,3.69218750e-04
-1.16417500e-07,6.21562500e-04
-1.16377500e-07,6.45468750e-04
-1.16337500e-07,5.02031250e-04
-1.16297500e-07,3.71875000e-04
-1.16257500e-07,4.11718750e-04
-1.16217500e-07,6.34843750e-04
-1.16177500e-07,8.76562500e-04
-1.16137500e-07,9.24375000e-04
-1.16097500e-07,6.95937500e-04
-1.16057500e-07,3.18750000e-04
-1.16017500e-07,4.78125000e-05
-1.15977500e-07,5.31250000e-05
-1.15937500e-07,2.76250000e-04
-1.15897500e-07,4.80781250e-04
-1.15857500e-07,4.59531250e-04
-1.15817500e-07,2.23125000e-04
-1.15777500e-07,6.93889390e-18
-1.15737500e-07,4.25000000e-05
-1.15697500e-07,3.82500000e-04
-1.15657500e-07,7.75625000e-04
-1.15617500e-07,8.92500000e-04
-1.15577500e-07,6.10937500e-04
-1.15537500e-07,1.51406250e-04
-1.15497500e-07,-8.23437500e-05
-1.15457500e-07,1.75312500e-04
-1.15417500e-07,7.88906250e-04
-1.15377500e-07,1.30421875e-03
-1.15337500e-07,1.28031250e-03
-1.15297500e-07,6.48125000e-04
-1.15257500e-07,-2.15156250e-04
-1.15217500e-07,-7.49062500e-04
-1.15177500e-07,-6.34843750e-04
-1.15137500e-07,-1.59375000e-05
-1.15097500e-07,6.21562500e-04
-1.15057500e-07,8.39375000e-04
-1.15017500e-07,5.65781250e-04
-1.14977500e-07,1.06250000e-04
-1.14937500e-07,-1.22187500e-04
-1.14897500e-07,6.10937500e-05
-1.14857500e-07,4.78125000e-04
-1.14817500e-07,7.70312500e-04
-1.14777500e-07,6.98593750e-04
-1.14737500e-07,3.18750000e-04
-1.14697500e-07,-7.96875000e-05
