Model,MSO64
Waveform Type,ANALOG
Horizontal Units,s
Sample Interval,4.00000000e-11
Record Length,50000
Zero Index,2999.25781250
Vertical Units,V
ANALOG_Thumbnail,

TIME,CH1
-1.19970313e-07,3.80625000e-04
-1.19930312e-07,5.36250000e-04
-1.19890312e-07,5.90625000e-04
-1.19850312e-07,5.06250000e-04
-1.19810312e-07,3.20625000e-04
-1.19770312e-07,1.14375000e-04
-1.19730312e-07,-3.00000000e-05
-1.19690313e-07,-7.68750000e-05
-1.19650312e-07,-4.12500000e-05
-1.19610312e-07,1.87500000e-05
-1.19570313e-07,3.93750000e-05
-1.19530312e-07,-3.75000000e-06
-1.19490312e-07,-7.50000000e-05
-1.19450312e-07,-8.62500000e-05
-1.19410313e-07,5.06250000e-05
-1.19370312e-07,3.45000000e-04
-1.19330312e-07,7.03125000e-04
-1.19290313e-07,9.56250000e-04
-1.19250312e-07,9.63750000e-04
-1.19210312e-07,7.10625000e-04
-1.19170312e-07,3.28125000e-04
-1.19130312e-07,2.43750000e-05
-1.19090312e-07,-5.25000000e-05
-1.19050312e-07,1.01250000e-04
-1.19010312e-07,3.50625000e-04
-1.18970312e-07,5.21250000e-04
-1.18930312e-07,5.21250000e-04
-1.18890312e-07,3.97500000e-04
-1.18850312e-07,2.77500000e-04
-1.18810312e-07,2.66250000e-04
-1.18770312e-07,3.67500000e-04
-1.18730312e-07,4.81875000e-04
-1.18690312e-07,5.06250000e-04
-1.18650312e-07,4.14375000e-04
-1.18610312e-07,2.90625000e-04
-1.18570312e-07,2.55000000e-04
-1.18530312e-07,3.67500000e-04
-1.18490312e-07,5.64375000e-04
-1.18450312e-07,6.99375000e-04
-1.18410312e-07,6.50625000e-04
-1.18370312e-07,4.21875000e-04
-1.18330312e-07,1.48125000e-04
-1.18290312e-07,-5.62500000e-06
-1.18250312e-07,4.31250000e-05
-1.18210312e-07,2.32500000e-04
-1.18170312e-07,4.06875000e-04
-1.18130312e-07,4.51875000e-04
-1.18090312e-07,3.69375000e-04
-1.18050312e-07,2.58750000e-04
-1.18010312e-07,2.25000000e-04
-1.17970312e-07,2.77500000e-04
-1.17930312e-07,3.43125000e-04
-1.17890312e-07,3.37500000e-04
-1.17850312e-07,2.56875000e-04
-1.17810312e-07,1.70625000e-04
-1.17770312e-07,1.46250000e-04
-1.17730312e-07,1.70625000e-04
-1.17690312e-07,1.55625000e-04
-1.17650312e-07,3.18750000e-05
-1.17610312e-07,-1.57500000e-04
-1.17570312e-07,-2.71875000e-04
-1.17530312e-07,-1.76250000e-04
-1.17490312e-07,1.36875000e-04
-1.17450312e-07,5.23125000e-04
-1.17410312e-07,7.96875000e-04
-1.17370312e-07,8.58750000e-04
-1.17330312e-07,7.63125000e-04
-1.17290312e-07,6.45000000e-04
-1.17250312e-07,5.94375000e-04
-1.17210312e-07,5.94375000e-04
-1.17170312e-07,5.66250000e-04
-1.17130312e-07,4.68750000e-04
-1.17090312e-07,3.54375000e-04
-1.17050312e-07,3.09375000e-04
-1.17010312e-07,3.65625000e-04
-1.16970312e-07,4.44375000e-04
-1.16930312e-07,4.18125000e-04
-1.16890312e-07,2.38125000e-04
-1.16850312e-07,-1.31250000e-05
-1.16810312e-07,-1.76250000e-04
-1.16770312e-07,-1.53750000e-04
-1.16730312e-07,-3.75000000e-06
-1.16690312e-07,1.16250000e-04
-1.16650312e-07,8.43750000e-05
-1.16610312e-07,-7.31250000e-05
-1.16570312e-07,-1.95000000e-04
-1.16530312e-07,-1.35000000e-04
-1.16490312e-07,9.93750000e-05
-1.16450312e-07,3.43125000e-04
-1.16410312e-07,4.08750000e-04
-1.16370312e-07,2.53125000e-04
-1.16330312e-07,3.37500000e-05
-1.16290312e-07,-2.43750000e-05
-1.16250312e-07,1.85625000e-04
-1.16210312e-07,5.55000000e-04
-1.16170312e-07,8.49375000e-04
-1.16130312e-07,8.90625000e-04
-1.16090312e-07,7.08750000e-04
-1.16050312e-07,4.98750000e-04
-1.16010312e-07,4.57500000e-04
-1.15970312e-07,6.15000000e-04
-1.15930312e-07,8.23125000e-04
-1.15890312e-07,8.86875000e-04
-1.15850312e-07,7.27500000e-04
-1.15810312e-07,4.44375000e-04
-1.15770312e-07,2.21250000e-04
-1.15730312e-07,1.87500000e-04
-1.15690312e-07,3.30000000e-04
-1.15650312e-07,5.38125000e-04
-1.15610312e-07,6.97500000e-04
-1.15570312e-07,7.76250000e-04
-1.15530312e-07,7.98750000e-04
-1.15490312e-07,7.96875000e-04
-1.15450312e-07,7.66875000e-04
-1.15410312e-07,6.84375000e-04
-1.15370312e-07,5.58750000e-04
-1.15330312e-07,4.44375000e-04
-1.15290312e-07,4.08750000e-04
-1.15250312e-07,4.61250000e-04
-1.15210312e-07,5.32500000e-04
-1.15170312e-07,5.15625000e-04
-1.15130312e-07,3.60000000e-04
-1.15090312e-07,1.18125000e-04
-1.15050312e-07,-7.68750000e-05
-1.15010312e-07,-1.06875000e-04
-1.14970312e-07,5.25000000e-05
-1.14930312e-07,3.11250000e-04
-1.14890312e-07,5.26875000e-04
-1.14850312e-07,6.03750000e-04
-1.14810312e-07,5.45625000e-04
-1.14770312e-07,4.38750000e-04
-1.14730312e-07,3.84375000e-04
-1.14690312e-07,4.29375000e-04
