Model,MSO64
Waveform Type,ANALOG
Horizontal Units,s
Sample Interval,4.00000000e-11
Record Length,25000
Zero Index,1499.68359375
Vertical Units,V
ANALOG_Thumbnail,

TIME,CH1
-5.99873437e-08,-3.15000000e-04
-5.99473437e-08,-3.24375000e-04
-5.99073437e-08,-2.13750000e-04
-5.98673437e-08,-2.43750000e-05
-5.98273437e-08,1.59375000e-04
-5.97873437e-08,2.71875000e-04
-5.97473438e-08,3.03750000e-04
-5.97073437e-08,2.94375000e-04
-5.96673437e-08,2.75625000e-04
-5.96273437e-08,2.49375000e-04
-5.95873437e-08,1.85625000e-04
-5.95473437e-08,7.50000000e-05
-5.95073437e-08,-4.12500000e-05
-5.94673437e-08,-8.43750000e-05
-5.94273437e-08,-5.62500000e-06
-5.93873437e-08,1.63125000e-04
-5.93473437e-08,3.13125000e-04
-5.93073437e-08,3.48750000e-04
-5.92673437e-08,2.68125000e-04
-5.92273437e-08,1.68750000e-04
-5.91873437e-08,1.81875000e-04
-5.91473437e-08,3.50625000e-04
-5.91073437e-08,5.81250000e-04
-5.90673437e-08,7.05000000e-04
-5.90273437e-08,6.03750000e-04
-5.89873437e-08,3.13125000e-04
-5.89473437e-08,5.62500000e-06
-5.89073437e-08,-1.38750000e-04
-5.88673437e-08,-6.56250000e-05
-5.88273437e-08,1.14375000e-04
-5.87873437e-08,2.30625000e-04
-5.87473437e-08,1.83750000e-04
-5.87073437e-08,3.00000000e-05
-5.86673437e-08,-8.43750000e-05
-5.86273437e-08,-5.43750000e-05
-5.85873437e-08,9.18750000e-05
-5.85473437e-08,2.13750000e-04
-5.85073437e-08,1.95000000e-04
-5.84673437e-08,5.81250000e-05
-5.84273437e-08,-6.18750000e-05
-5.83873437e-08,-2.43750000e-05
-5.83473437e-08,1.78125000e-04
-5.83073437e-08,4.06875000e-04
-5.82673437e-08,4.93125000e-04
-5.82273437e-08,3.76875000e-04
-5.81873437e-08,1.55625000e-04
-5.81473437e-08,-1.31250000e-05
-5.81073437e-08,-4.31250000e-05
-5.80673437e-08,9.37500000e-06
-5.80273437e-08,2.81250000e-05
-5.79873437e-08,-3.56250000e-05
-5.79473437e-08,-1.03125000e-04
-5.79073437e-08,-4.68750000e-05
-5.78673437e-08,1.70625000e-04
-5.78273437e-08,4.33125000e-04
-5.77873437e-08,5.41875000e-04
-5.77473437e-08,4.01250000e-04
-5.77073437e-08,1.14375000e-04
-5.76673437e-08,-7.68750000e-05
-5.76273437e-08,1.31250000e-05
-5.75873437e-08,3.56250000e-04
-5.75473437e-08,7.18125000e-04
-5.75073437e-08,8.53125000e-04
-5.74673437e-08,6.80625000e-04
-5.74273437e-08,3.43125000e-04
-5.73873437e-08,6.37500000e-05
-5.73473437e-08,-3.37500000e-05
-5.73073437e-08,6.93889390e-18
-5.72673437e-08,2.25000000e-05
-5.72273437e-08,-3.56250000e-05
-5.71873437e-08,-1.08750000e-04
-5.71473437e-08,-6.18750000e-05
-5.71073437e-08,1.48125000e-04
-5.70673437e-08,4.10625000e-04
-5.70273437e-08,5.43750000e-04
-5.69873437e-08,4.66875000e-04
-5.69473437e-08,2.77500000e-04
-5.69073437e-08,1.63125000e-04
-5.68673437e-08,2.25000000e-04
-5.68273437e-08,3.60000000e-04
-5.67873437e-08,3.52500000e-04
-5.67473437e-08,7.50000000e-05
-5.67073437e-08,-3.60000000e-04
-5.66673437e-08,-6.52500000e-04
-5.66273437e-08,-5.49375000e-04
-5.65873437e-08,-5.81250000e-05
-5.65473437e-08,5.34375000e-04
-5.65073437e-08,8.79375000e-04
-5.64673437e-08,8.25000000e-04
-5.64273437e-08,5.28750000e-04
-5.63873437e-08,3.05625000e-04
-5.63473437e-08,3.69375000e-04
-5.63073437e-08,6.56250000e-04
-5.62673437e-08,8.98125000e-04
-5.62273437e-08,8.53125000e-04
-5.61873437e-08,5.21250000e-04
-5.61473437e-08,1.33125000e-04
-5.61073437e-08,-3.37500000e-05
-5.60673437e-08,1.20000000e-04
-5.60273437e-08,4.51875000e-04
-5.59873437e-08,6.97500000e-04
-5.59473437e-08,6.90000000e-04
-5.59073437e-08,4.61250000e-04
-5.58673437e-08,1.89375000e-04
-5.58273437e-08,3.18750000e-05
-5.57873437e-08,2.06250000e-05
-5.57473437e-08,7.31250000e-05
-5.57073437e-08,1.03125000e-04
-5.56673437e-08,1.12500000e-04
-5.56273437e-08,1.61250000e-04
-5.55873437e-08,2.83125000e-04
-5.55473437e-08,4.29375000e-04
-5.55073437e-08,4.98750000e-04
-5.54673437e-08,4.46250000e-04
-5.54273437e-08,3.33750000e-04
-5.53873437e-08,2.90625000e-04
-5.53473437e-08,3.82500000e-04
-5.53073437e-08,5.38125000e-04
-5.52673437e-08,5.96250000e-04
-5.52273437e-08,4.44375000e-04
-5.51873437e-08,1.40625000e-04
-5.51473437e-08,-1.03125000e-04
-5.51073437e-08,-8.43750000e-05
-5.50673437e-08,2.21250000e-04
-5.50273437e-08,6.11250000e-04
-5.49873437e-08,7.98750000e-04
-5.49473437e-08,6.28125000e-04
-5.49073437e-08,1.89375000e-04
-5.48673437e-08,-2.41875000e-04
-5.48273437e-08,-4.14375000e-04
-5.47873437e-08,-2.70000000e-04
-5.47473437e-08,3.00000000e-05
