Model,MSO64
Waveform Type,ANALOG
Horizontal Units,s
Sample Interval,4.00000000e-11
Record Length,50000
Zero Index,2999.84375000
Vertical Units,V
ANALOG_Thumbnail,

TIME,CH1
-1.19993750e-07,8.25000000e-05
-1.19953750e-07,2.96250000e-04
-1.19913750e-07,4.65000000e-04
-1.19873750e-07,4.53750000e-04
-1.19833750e-07,2.55000000e-04
-1.19793750e-07,-7.50000000e-06
-1.19753750e-07,-1.68750000e-04
-1.19713750e-07,-1.33125000e-04
-1.19673750e-07,8.25000000e-05
-1.19633750e-07,3.65625000e-04
-1.19593750e-07,5.83125000e-04
-1.19553750e-07,6.50625000e-04
-1.19513750e-07,5.56875000e-04
-1.19473750e-07,3.75000000e-04
-1.19433750e-07,2.08125000e-04
-1.19393750e-07,1.50000000e-04
-1.19353750e-07,2.25000000e-04
-1.19313750e-07,3.76875000e-04
-1.19273750e-07,4.93125000e-04
-1.19233750e-07,4.83750000e-04
-1.19193750e-07,3.37500000e-04
-1.19153750e-07,1.42500000e-04
-1.19113750e-07,2.62500000e-05
-1.19073750e-07,6.93750000e-05
-1.19033750e-07,2.40000000e-04
-1.18993750e-07,4.21875000e-04
-1.18953750e-07,5.02500000e-04
-1.18913750e-07,4.51875000e-04
-1.18873750e-07,3.35625000e-04
-1.18833750e-07,2.62500000e-04
-1.18793750e-07,2.86875000e-04
-1.18753750e-07,3.80625000e-04
-1.18713750e-07,4.63125000e-04
-1.18673750e-07,4.76250000e-04
-1.18633750e-07,4.40625000e-04
-1.18593750e-07,4.23750000e-04
-1.18553750e-07,4.74375000e-04
-1.18513750e-07,5.64375000e-04
-1.18473750e-07,6.00000000e-04
-1.18433750e-07,5.06250000e-04
-1.18393750e-07,2.88750000e-04
-1.18353750e-07,5.81250000e-05
-1.18313750e-07,-5.81250000e-05
-1.18273750e-07,-3.75000000e-06
-1.18233750e-07,1.61250000e-04
-1.18193750e-07,3.03750000e-04
-1.18153750e-07,3.16875000e-04
-1.18113750e-07,2.00625000e-04
-1.18073750e-07,5.06250000e-05
-1.18033750e-07,-2.62500000e-05
-1.17993750e-07,1.12500000e-05
-1.17953750e-07,1.10625000e-04
-1.17913750e-07,1.87500000e-04
-1.17873750e-07,1.95000000e-04
-1.17833750e-07,1.70625000e-04
-1.17793750e-07,1.93125000e-04
-1.17753750e-07,3.18750000e-04
-1.17713750e-07,5.21250000e-04
-1.17673750e-07,7.12500000e-04
-1.17633750e-07,8.04375000e-04
-1.17593750e-07,7.76250000e-04
-1.17553750e-07,6.82500000e-04
-1.17513750e-07,6.18750000e-04
-1.17473750e-07,6.37500000e-04
-1.17433750e-07,7.27500000e-04
-1.17393750e-07,8.19375000e-04
-1.17353750e-07,8.53125000e-04
-1.17313750e-07,8.13750000e-04
-1.17273750e-07,7.33125000e-04
-1.17233750e-07,6.56250000e-04
-1.17193750e-07,5.96250000e-04
-1.17153750e-07,5.41875000e-04
-1.17113750e-07,4.74375000e-04
-1.17073750e-07,4.10625000e-04
-1.17033750e-07,3.99375000e-04
-1.16993750e-07,4.80000000e-04
-1.16953750e-07,6.50625000e-04
-1.16913750e-07,8.43750000e-04
-1.16873750e-07,9.50625000e-04
-1.16833750e-07,8.79375000e-04
-1.16793750e-07,6.16875000e-04
-1.16753750e-07,2.43750000e-04
-1.16713750e-07,-8.06250000e-05
-1.16673750e-07,-2.08125000e-04
-1.16633750e-07,-7.31250000e-05
-1.16593750e-07,2.55000000e-04
-1.16553750e-07,6.07500000e-04
-1.16513750e-07,8.02500000e-04
-1.16473750e-07,7.53750000e-04
-1.16433750e-07,5.15625000e-04
-1.16393750e-07,2.32500000e-04
-1.16353750e-07,4.31250000e-05
-1.16313750e-07,1.87500000e-06
-1.16273750e-07,5.43750000e-05
-1.16233750e-07,1.08750000e-04
-1.16193750e-07,1.12500000e-04
-1.16153750e-07,7.68750000e-05
-1.16113750e-07,5.62500000e-05
-1.16073750e-07,7.31250000e-05
-1.16033750e-07,1.06875000e-04
-1.15993750e-07,9.93750000e-05
-1.15953750e-07,3.37500000e-05
-1.15913750e-07,-5.06250000e-05
-1.15873750e-07,-6.18750000e-05
-1.15833750e-07,6.18750000e-05
-1.15793750e-07,2.98125000e-04
-1.15753750e-07,5.41875000e-04
-1.15713750e-07,6.60000000e-04
-1.15673750e-07,5.79375000e-04
-1.15633750e-07,3.39375000e-04
-1.15593750e-07,7.12500000e-05
-1.15553750e-07,-8.06250000e-05
-1.15513750e-07,-4.68750000e-05
-1.15473750e-07,1.40625000e-04
-1.15433750e-07,3.63750000e-04
-1.15393750e-07,5.13750000e-04
-1.15353750e-07,5.47500000e-04
-1.15313750e-07,4.98750000e-04
-1.15273750e-07,4.46250000e-04
-1.15233750e-07,4.48125000e-04
-1.15193750e-07,4.95000000e-04
-1.15153750e-07,5.41875000e-04
-1.15113750e-07,5.40000000e-04
-1.15073750e-07,4.91250000e-04
-1.15033750e-07,4.35000000e-04
-1.14993750e-07,4.21875000e-04
-1.14953750e-07,4.63125000e-04
-1.14913750e-07,5.23125000e-04
-1.14873750e-07,5.49375000e-04
-1.14833750e-07,5.11875000e-04
-1.14793750e-07,4.20000000e-04
-1.14753750e-07,3.00000000e-04
-1.14713750e-07,1.70625000e-04
