Model,MSO64
Waveform Type,ANALOG
Horizontal Units,s
Sample Interval,4.00000000e-11
Record Length,25000
Zero Index,2499.55468750
Vertical Units,V
ANALOG_Thumbnail,

TIME,CH1
-9.99821875e-08,3.31875000e-04
-9.99421875e-08,2.77500000e-04
-9.99021875e-08,7.87500000e-05
-9.98621875e-08,-1.31250000e-04
-9.98221875e-08,-1.70625000e-04
-9.97821875e-08,3.93750000e-05
-9.97421875e-08,3.99375000e-04
-9.97021875e-08,6.69375000e-04
-9.96621875e-08,6.60000000e-04
-9.96221875e-08,3.69375000e-04
-9.95821875e-08,6.93889390e-18
-9.95421875e-08,-1.85625000e-04
-9.95021875e-08,-6.00000000e-05
-9.94621875e-08,2.75625000e-04
-9.94221875e-08,5.86875000e-04
-9.93821875e-08,6.88125000e-04
-9.93421875e-08,5.73750000e-04
-9.93021875e-08,3.97500000e-04
-9.92621875e-08,3.18750000e-04
-9.92221875e-08,3.65625000e-04
-9.91821875e-08,4.25625000e-04
-9.91421875e-08,3.65625000e-04
-9.91021875e-08,1.74375000e-04
-9.90621875e-08,-2.25000000e-05
-9.90221875e-08,-6.93750000e-05
-9.89821875e-08,7.87500000e-05
-9.89421875e-08,3.00000000e-04
-9.89021875e-08,3.99375000e-04
-9.88621875e-08,2.83125000e-04
-9.88221875e-08,2.81250000e-05
-9.87821875e-08,-1.65000000e-04
-9.87421875e-08,-1.35000000e-04
-9.87021875e-08,1.08750000e-04
-9.86621875e-08,4.08750000e-04
-9.86221875e-08,5.83125000e-04
-9.85821875e-08,5.73750000e-04
-9.85421875e-08,4.66875000e-04
-9.85021875e-08,4.05000000e-04
-9.84621875e-08,4.57500000e-04
-9.84221875e-08,5.56875000e-04
-9.83821875e-08,5.70000000e-04
-9.83421875e-08,4.14375000e-04
-9.83021875e-08,1.50000000e-04
-9.82621875e-08,-8.06250000e-05
-9.82221875e-08,-1.53750000e-04
-9.81821875e-08,-7.12500000e-05
-9.81421875e-08,5.25000000e-05
-9.81021875e-08,9.00000000e-05
-9.80621875e-08,7.50000000e-06
-9.80221875e-08,-1.10625000e-04
-9.79821875e-08,-1.44375000e-04
-9.79421875e-08,-4.12500000e-05
-9.79021875e-08,1.31250000e-04
-9.78621875e-08,2.55000000e-04
-9.78221875e-08,2.64375000e-04
-9.77821875e-08,2.02500000e-04
-9.77421875e-08,1.76250000e-04
-9.77021875e-08,2.55000000e-04
-9.76621875e-08,3.93750000e-04
-9.76221875e-08,4.65000000e-04
-9.75821875e-08,3.71250000e-04
-9.75421875e-08,1.55625000e-04
-9.75021875e-08,-3.00000000e-05
-9.74621875e-08,-4.12500000e-05
-9.74221875e-08,1.33125000e-04
-9.73821875e-08,3.35625000e-04
-9.73421875e-08,3.65625000e-04
-9.73021875e-08,1.55625000e-04
-9.72621875e-08,-1.63125000e-04
-9.72221875e-08,-3.31875000e-04
-9.71821875e-08,-1.66875000e-04
-9.71421875e-08,2.83125000e-04
-9.71021875e-08,7.55625000e-04
-9.70621875e-08,9.48750000e-04
-9.70221875e-08,7.51875000e-04
-9.69821875e-08,3.18750000e-04
-9.69421875e-08,-3.18750000e-05
-9.69021875e-08,-6.18750000e-05
-9.68621875e-08,2.21250000e-04
-9.68221875e-08,5.77500000e-04
-9.67821875e-08,7.21875000e-04
-9.67421875e-08,5.43750000e-04
-9.67021875e-08,1.87500000e-04
-9.66621875e-08,-7.50000000e-05
-9.66221875e-08,-4.87500000e-05
-9.65821875e-08,2.38125000e-04
-9.65421875e-08,5.68125000e-04
-9.65021875e-08,7.14375000e-04
-9.64621875e-08,6.03750000e-04
-9.64221875e-08,3.54375000e-04
-9.63821875e-08,1.66875000e-04
-9.63421875e-08,1.53750000e-04
-9.63021875e-08,2.62500000e-04
-9.62621875e-08,3.50625000e-04
-9.62221875e-08,3.03750000e-04
-9.61821875e-08,1.38750000e-04
-9.61421875e-08,-2.62500000e-05
-9.61021875e-08,-7.50000000e-05
-9.60621875e-08,1.31250000e-05
-9.60221875e-08,1.55625000e-04
-9.59821875e-08,2.55000000e-04
-9.59421875e-08,2.73750000e-04
-9.59021875e-08,2.55000000e-04
-9.58621875e-08,2.64375000e-04
-9.58221875e-08,3.16875000e-04
-9.57821875e-08,3.60000000e-04
-9.57421875e-08,3.33750000e-04
-9.57021875e-08,2.26875000e-04
-9.56621875e-08,1.12500000e-04
-9.56221875e-08,8.62500000e-05
-9.55821875e-08,1.96875000e-04
-9.55421875e-08,4.01250000e-04
-9.55021875e-08,5.83125000e-04
-9.54621875e-08,6.48750000e-04
-9.54221875e-08,5.79375000e-04
-9.53821875e-08,4.46250000e-04
-9.53421875e-08,3.63750000e-04
-9.53021875e-08,3.95625000e-04
-9.52621875e-08,5.19375000e-04
-9.52221875e-08,6.33750000e-04
-9.51821875e-08,6.26250000e-04
-9.51421875e-08,4.63125000e-04
-9.51021875e-08,2.13750000e-04
-9.50621875e-08,1.87500000e-05
-9.50221875e-08,-5.62500000e-06
-9.49821875e-08,1.50000000e-04
-9.49421875e-08,3.69375000e-04
-9.49021875e-08,4.85625000e-04
-9.48621875e-08,4.01250000e-04
-9.48221875e-08,1.61250000e-04
-9.47821875e-08,-7.12500000e-05
-9.47421875e-08,-1.25625000e-04
-9.47021875e-08,5.43750000e-05
