Model,MSO64
Waveform Type,ANALOG
Horizontal Units,s
Sample Interval,4.00000000e-11
Record Length,50000
Zero Index,2999.28125000
Vertical Units,V
ANALOG_Thumbnail,

TIME,CH1
-1.19971250e-07,7.25156250e-04
-1.19931250e-07,6.02968750e-04
-1.19891250e-07,3.05468750e-04
-1.19851250e-07,-3.71875000e-05
-1.19811250e-07,-2.25781250e-04
-1.19771250e-07,-1.59375000e-04
-1.19731250e-07,9.29687500e-05
-1.19691250e-07,3.42656250e-04
-1.19651250e-07,4.38281250e-04
-1.19611250e-07,3.74531250e-04
-1.19571250e-07,2.78906250e-04
-1.19531250e-07,2.78906250e-04
-1.19491250e-07,3.77187500e-04
-1.19451250e-07,4.48906250e-04
-1.19411250e-07,3.66562500e-04
-1.19371250e-07,1.19531250e-04
-1.19331250e-07,-1.46093750e-04
-1.19291250e-07,-2.31093750e-04
-1.19251250e-07,-4.25000000e-05
-1.19211250e-07,3.10781250e-04
-1.19171250e-07,6.10937500e-04
-1.19131250e-07,6.77343750e-04
-1.19091250e-07,5.10000000e-04
-1.19051250e-07,2.81562500e-04
-1.19011250e-07,1.91250000e-04
-1.18971250e-07,3.26718750e-04
-1.18931250e-07,6.00312500e-04
-1.18891250e-07,8.28750000e-04
-1.18851250e-07,8.84531250e-04
-1.18811250e-07,7.80937500e-04
-1.18771250e-07,6.34843750e-04
-1.18731250e-07,5.63125000e-04
-1.18691250e-07,5.76406250e-04
-1.18651250e-07,5.87031250e-04
-1.18611250e-07,4.94062500e-04
-1.18571250e-07,3.02812500e-04
-1.18531250e-07,1.27500000e-04
-1.18491250e-07,1.11562500e-04
-1.18451250e-07,3.02812500e-04
-1.18411250e-07,5.95000000e-04
-1.18371250e-07,7.96875000e-04
-1.18331250e-07,7.67656250e-04
-1.18291250e-07,5.33906250e-04
-1.18251250e-07,2.62968750e-04
-1.18211250e-07,1.27500000e-04
-1.18171250e-07,1.96562500e-04
-1.18131250e-07,3.79843750e-04
-1.18091250e-07,5.23281250e-04
-1.18051250e-07,5.33906250e-04
-1.18011250e-07,4.32968750e-04
-1.17971250e-07,3.18750000e-04
-1.17931250e-07,2.68281250e-04
-1.17891250e-07,2.81562500e-04
-1.17851250e-07,3.10781250e-04
-1.17811250e-07,3.42656250e-04
-1.17771250e-07,4.14375000e-04
-1.17731250e-07,5.63125000e-04
-1.17691250e-07,7.51718750e-04
-1.17651250e-07,8.63281250e-04
-1.17611250e-07,7.67656250e-04
-1.17571250e-07,4.59531250e-04
-1.17531250e-07,1.00937500e-04
-1.17491250e-07,-7.17187500e-05
-1.17451250e-07,7.70312500e-05
-1.17411250e-07,4.59531250e-04
-1.17371250e-07,8.12812500e-04
-1.17331250e-07,8.73906250e-04
-1.17291250e-07,5.79062500e-04
-1.17251250e-07,1.19531250e-04
-1.17211250e-07,-1.99218750e-04
-1.17171250e-07,-1.64687500e-04
-1.17131250e-07,1.83281250e-04
-1.17091250e-07,6.00312500e-04
-1.17051250e-07,8.31406250e-04
-1.17011250e-07,7.80937500e-04
-1.16971250e-07,5.63125000e-04
-1.16931250e-07,3.93125000e-04
-1.16891250e-07,4.06406250e-04
-1.16851250e-07,5.68437500e-04
-1.16811250e-07,7.19843750e-04
-1.16771250e-07,7.06562500e-04
-1.16731250e-07,4.99375000e-04
-1.16691250e-07,2.15156250e-04
-1.16651250e-07,2.92187500e-05
-1.16611250e-07,5.57812500e-05
-1.16571250e-07,2.92187500e-04
-1.16531250e-07,6.18906250e-04
-1.16491250e-07,8.76562500e-04
-1.16451250e-07,9.42968750e-04
-1.16411250e-07,7.94218750e-04
-1.16371250e-07,5.15312500e-04
-1.16331250e-07,2.57656250e-04
-1.16291250e-07,1.70000000e-04
-1.16251250e-07,2.94843750e-04
-1.16211250e-07,5.39218750e-04
-1.16171250e-07,7.19843750e-04
-1.16131250e-07,6.90625000e-04
-1.16091250e-07,4.46250000e-04
-1.16051250e-07,1.43437500e-04
-1.16011250e-07,-2.65625000e-06
-1.15971250e-07,1.16875000e-04
-1.15931250e-07,4.17031250e-04
-1.15891250e-07,6.72031250e-04
-1.15851250e-07,6.69375000e-04
-1.15811250e-07,3.74531250e-04
-1.15771250e-07,-3.45312500e-05
-1.15731250e-07,-2.97500000e-04
-1.15691250e-07,-2.55000000e-04
-1.15651250e-07,4.51562500e-05
-1.15611250e-07,3.90468750e-04
-1.15571250e-07,5.52500000e-04
-1.15531250e-07,4.56875000e-04
-1.15491250e-07,1.99218750e-04
-1.15451250e-07,-3.18750000e-05
-1.15411250e-07,-1.11562500e-04
-1.15371250e-07,-4.78125000e-05
-1.15331250e-07,5.04687500e-05
-1.15291250e-07,7.43750000e-05
-1.15251250e-07,7.96875000e-06
-1.15211250e-07,-7.70312500e-05
-1.15171250e-07,-8.50000000e-05
-1.15131250e-07,2.12500000e-05
-1.15091250e-07,2.07187500e-04
-1.15051250e-07,4.19687500e-04
-1.15011250e-07,6.24218750e-04
-1.14971250e-07,8.28750000e-04
-1.14931250e-07,1.02796875e-03
-1.14891250e-07,1.16875000e-03
-1.14851250e-07,1.13953125e-03
-1.14811250e-07,8.68593750e-04
-1.14771250e-07,4.03750000e-04
-1.14731250e-07,-7.17187500e-05
-1.14691250e-07,-3.32031250e-04
