Model,MSO64
Waveform Type,ANALOG
Horizontal Units,s
Sample Interval,4.00000000e-11
Record Length,50000
Zero Index,2999.85156250
Vertical Units,V
ANALOG_Thumbnail,

TIME,CH1
-1.19994062e-07,-9.18750000e-05
-1.19954063e-07,-9.75000000e-05
-1.19914062e-07,2.25000000e-05
-1.19874062e-07,1.03125000e-04
-1.19834063e-07,3.93750000e-05
-1.19794062e-07,-1.16250000e-04
-1.19754062e-07,-1.93125000e-04
-1.19714062e-07,-5.25000000e-05
-1.19674063e-07,2.71875000e-04
-1.19634062e-07,5.90625000e-04
-1.19594062e-07,7.05000000e-04
-1.19554063e-07,5.77500000e-04
-1.19514062e-07,3.48750000e-04
-1.19474062e-07,2.13750000e-04
-1.19434062e-07,2.38125000e-04
-1.19394063e-07,3.11250000e-04
-1.19354062e-07,2.55000000e-04
-1.19314062e-07,9.37500000e-06
-1.19274063e-07,-2.90625000e-04
-1.19234062e-07,-4.08750000e-04
-1.19194062e-07,-2.04375000e-04
-1.19154062e-07,2.25000000e-04
-1.19114062e-07,6.11250000e-04
-1.19074062e-07,7.03125000e-04
-1.19034062e-07,4.65000000e-04
-1.18994062e-07,8.62500000e-05
-1.18954062e-07,-1.61250000e-04
-1.18914062e-07,-1.35000000e-04
-1.18874062e-07,9.56250000e-05
-1.18834062e-07,3.11250000e-04
-1.18794062e-07,3.26250000e-04
-1.18754062e-07,1.18125000e-04
-1.18714062e-07,-1.78125000e-04
-1.18674062e-07,-3.78750000e-04
-1.18634062e-07,-3.80625000e-04
-1.18594062e-07,-2.10000000e-04
-1.18554062e-07,2.25000000e-05
-1.18514062e-07,2.06250000e-04
-1.18474062e-07,2.94375000e-04
-1.18434062e-07,3.05625000e-04
-1.18394062e-07,2.88750000e-04
-1.18354062e-07,2.85000000e-04
-1.18314062e-07,3.03750000e-04
-1.18274062e-07,3.26250000e-04
-1.18234062e-07,3.15000000e-04
-1.18194062e-07,2.41875000e-04
-1.18154062e-07,1.08750000e-04
-1.18114062e-07,-2.62500000e-05
-1.18074062e-07,-7.12500000e-05
-1.18034062e-07,4.31250000e-05
-1.17994062e-07,3.05625000e-04
-1.17954062e-07,6.03750000e-04
-1.17914062e-07,7.83750000e-04
-1.17874062e-07,7.51875000e-04
-1.17834062e-07,5.40000000e-04
-1.17794062e-07,2.92500000e-04
-1.17754062e-07,1.65000000e-04
-1.17714062e-07,2.11875000e-04
-1.17674062e-07,3.60000000e-04
-1.17634062e-07,4.72500000e-04
-1.17594062e-07,4.55625000e-04
-1.17554062e-07,3.24375000e-04
-1.17514062e-07,1.78125000e-04
-1.17474062e-07,1.10625000e-04
-1.17434062e-07,1.38750000e-04
-1.17394062e-07,1.95000000e-04
-1.17354062e-07,2.02500000e-04
-1.17314062e-07,1.36875000e-04
-1.17274062e-07,5.81250000e-05
-1.17234062e-07,5.25000000e-05
-1.17194062e-07,1.59375000e-04
-1.17154062e-07,3.33750000e-04
-1.17114062e-07,4.76250000e-04
-1.17074062e-07,5.10000000e-04
-1.17034062e-07,4.36875000e-04
-1.16994062e-07,3.35625000e-04
-1.16954062e-07,2.92500000e-04
-1.16914062e-07,3.24375000e-04
-1.16874062e-07,3.75000000e-04
-1.16834062e-07,3.61875000e-04
-1.16794062e-07,2.60625000e-04
-1.16754062e-07,1.35000000e-04
-1.16714062e-07,8.43750000e-05
-1.16674062e-07,1.48125000e-04
-1.16634062e-07,2.66250000e-04
-1.16594062e-07,3.20625000e-04
-1.16554062e-07,2.36250000e-04
-1.16514062e-07,4.68750000e-05
-1.16474062e-07,-1.14375000e-04
-1.16434062e-07,-1.27500000e-04
-1.16394062e-07,1.68750000e-05
-1.16354062e-07,2.15625000e-04
-1.16314062e-07,3.31875000e-04
-1.16274062e-07,3.13125000e-04
-1.16234062e-07,2.19375000e-04
-1.16194062e-07,1.76250000e-04
-1.16154062e-07,2.53125000e-04
-1.16114062e-07,4.18125000e-04
-1.16074062e-07,5.66250000e-04
-1.16034062e-07,6.07500000e-04
-1.15994062e-07,5.47500000e-04
-1.15954062e-07,4.61250000e-04
-1.15914062e-07,4.29375000e-04
-1.15874062e-07,4.66875000e-04
-1.15834062e-07,5.25000000e-04
-1.15794062e-07,5.41875000e-04
-1.15754062e-07,5.10000000e-04
-1.15714062e-07,4.68750000e-04
-1.15674062e-07,4.55625000e-04
-1.15634062e-07,4.53750000e-04
-1.15594062e-07,3.99375000e-04
-1.15554062e-07,2.38125000e-04
-1.15514062e-07,5.62500000e-06
-1.15474062e-07,-1.80000000e-04
-1.15434062e-07,-1.98750000e-04
-1.15394062e-07,-2.62500000e-05
-1.15354062e-07,2.40000000e-04
-1.15314062e-07,4.44375000e-04
-1.15274062e-07,4.89375000e-04
-1.15234062e-07,4.03125000e-04
-1.15194062e-07,3.11250000e-04
-1.15154062e-07,3.11250000e-04
-1.15114062e-07,4.08750000e-04
-1.15074062e-07,5.04375000e-04
-1.15034062e-07,5.11875000e-04
-1.14994062e-07,4.25625000e-04
-1.14954062e-07,3.37500000e-04
-1.14914062e-07,3.31875000e-04
-1.14874062e-07,4.05000000e-04
-1.14834062e-07,4.48125000e-04
-1.14794062e-07,3.60000000e-04
-1.14754062e-07,1.51875000e-04
-1.14714062e-07,-2.62500000e-05
