Model,MSO64
Channel,CH1,,Channel,CH2,,Channel,CH3
Waveform Type,ANALOG,,Waveform Type,ANALOG,,Waveform Type,ANALOG
Horizontal Units,s,,Horizontal Units,s,,Horizontal Units,s
Sample Interval,4.00000000e-11,,Sample Interval,4.00000000e-11,,Sample Interval,4.00000000e-11
Record Length,50000,,Record Length,50000,,Record Length,50000
Zero Index,4499.13671875,,Zero Index,4499.13671875,,Zero Index,4499.13671875
Vertical Units,V,,Vertical Units,V,,Vertical Units,V
,,,,,,,
ANALOG_Thumbnail,,,ANALOG_Thumbnail,,,ANALOG_Thumbnail,

TIME,CH1,CH2,CH3
-1.79965469e-07,5.00000000e-04,2.02617187e-02,4.56250000e-04
-1.79925469e-07,4.10937500e-04,2.02275000e-02,2.86718750e-04
-1.79885469e-07,3.46875000e-04,2.02040625e-02,5.85937500e-05
-1.79845469e-07,3.78125000e-04,2.02064062e-02,-7.89062500e-05
-1.79805469e-07,5.06250000e-04,2.02153125e-02,-4.68750000e-05
-1.79765469e-07,6.54687500e-04,2.01984375e-02,1.13281250e-04
-1.79725469e-07,7.28125000e-04,2.01482813e-02,2.75000000e-04
-1.79685469e-07,6.87500000e-04,2.00934375e-02,3.22656250e-04
-1.79645469e-07,5.82812500e-04,2.00732812e-02,2.31250000e-04
-1.79605469e-07,5.06250000e-04,2.01037500e-02,7.42187500e-05
-1.79565469e-07,5.23437500e-04,2.01609375e-02,-3.75000000e-05
-1.79525469e-07,6.26562500e-04,2.01993750e-02,-3.82812500e-05
-1.79485469e-07,7.39062500e-04,2.01918750e-02,5.07812500e-05
-1.79445469e-07,7.81250000e-04,2.01515625e-02,1.42968750e-04
-1.79405469e-07,7.31250000e-04,2.01192188e-02,1.53906250e-04
-1.79365469e-07,6.28125000e-04,2.01281250e-02,5.70312500e-05
-1.79325469e-07,5.34375000e-04,2.01735937e-02,-1.00781250e-04
-1.79285469e-07,4.85937500e-04,2.02209375e-02,-2.41406250e-04
-1.79245469e-07,4.82812500e-04,2.02350000e-02,-3.00000000e-04
-1.79205469e-07,5.01562500e-04,2.02125000e-02,-2.64843750e-04
-1.79165469e-07,5.34375000e-04,2.01834375e-02,-1.71093750e-04
-1.79125469e-07,5.95312500e-04,2.01829687e-02,-6.87500000e-05
-1.79085469e-07,6.85937500e-04,2.02200000e-02,5.46875000e-06
-1.79045469e-07,7.73437500e-04,2.02659375e-02,4.06250000e-05
-1.79005469e-07,7.89062500e-04,2.02814063e-02,4.60937500e-05
-1.78965469e-07,6.87500000e-04,2.02471875e-02,3.43750000e-05
-1.78925469e-07,4.87500000e-04,2.01825000e-02,1.56250000e-05
-1.78885469e-07,2.81250000e-04,2.01285937e-02,7.81250000e-07
-1.78845469e-07,1.79687500e-04,2.01164062e-02,7.81250000e-07
-1.78805469e-07,2.40625000e-04,2.01435938e-02,2.57812500e-05
-1.78765469e-07,4.17187500e-04,2.01806250e-02,7.57812500e-05
-1.78725469e-07,5.96875000e-04,2.01937500e-02,1.38281250e-04
-1.78685469e-07,6.64062500e-04,2.01731250e-02,1.91406250e-04
-1.78645469e-07,5.75000000e-04,2.01332812e-02,2.18750000e-04
-1.78605469e-07,3.76562500e-04,2.00995313e-02,2.10156250e-04
-1.78565469e-07,1.62500000e-04,2.00854687e-02,1.69531250e-04
-1.78525469e-07,2.03125000e-05,2.00901562e-02,1.02343750e-04
-1.78485469e-07,-1.40625000e-05,2.01042187e-02,1.87500000e-05
-1.78445469e-07,4.53125000e-05,2.01215625e-02,-6.87500000e-05
-1.78405469e-07,1.59375000e-04,2.01445313e-02,-1.39843750e-04
-1.78365469e-07,2.90625000e-04,2.01717187e-02,-1.67187500e-04
-1.78325469e-07,4.21875000e-04,2.01918750e-02,-1.29687500e-04
-1.78285469e-07,5.43750000e-04,2.01881250e-02,-2.42187500e-05
-1.78245469e-07,6.45312500e-04,2.01539062e-02,1.28125000e-04
-1.78205469e-07,7.03125000e-04,2.01009375e-02,2.83593750e-04
-1.78165469e-07,6.95312500e-04,2.00596875e-02,3.91406250e-04
-1.78125469e-07,6.09375000e-04,2.00545313e-02,4.15625000e-04
-1.78085469e-07,4.60937500e-04,2.00878125e-02,3.49218750e-04
-1.78045469e-07,2.98437500e-04,2.01356250e-02,2.24218750e-04
-1.78005469e-07,1.82812500e-04,2.01660937e-02,9.53125000e-05
-1.77965469e-07,1.70312500e-04,2.01632812e-02,1.40625000e-05
-1.77925469e-07,2.67187500e-04,2.01370312e-02,6.25000000e-06
-1.77885469e-07,4.39062500e-04,2.01140625e-02,5.15625000e-05
-1.77845469e-07,6.09375000e-04,2.01135937e-02,1.06250000e-04
-1.77805469e-07,6.96875000e-04,2.01351563e-02,1.27343750e-04
-1.77765469e-07,6.60937500e-04,2.01618750e-02,1.07031250e-04
-1.77725469e-07,5.10937500e-04,2.01778125e-02,7.34375000e-05
-1.77685469e-07,3.12500000e-04,2.01834375e-02,6.79687500e-05
-1.77645469e-07,1.46875000e-04,2.01946875e-02,1.10937500e-04
-1.77605469e-07,8.59375000e-05,2.02265625e-02,1.81250000e-04
-1.77565469e-07,1.54687500e-04,2.02781250e-02,2.34375000e-04
-1.77525469e-07,3.21875000e-04,2.03264062e-02,2.28906250e-04
-1.77485469e-07,5.14062500e-04,2.03390625e-02,1.60156250e-04
-1.77445469e-07,6.42187500e-04,2.02959375e-02,5.93750000e-05
-1.77405469e-07,6.46875000e-04,2.02050000e-02,-2.81250000e-05
-1.77365469e-07,5.23437500e-04,2.01032813e-02,-7.81250000e-05
-1.77325469e-07,3.31250000e-04,2.00395312e-02,-9.68750000e-05
-1.77285469e-07,1.64062500e-04,2.00503125e-02,-1.06250000e-04
-1.77245469e-07,1.17187500e-04,2.01360938e-02,-1.21875000e-04
-1.77205469e-07,2.28125000e-04,2.02593750e-02,-1.36718750e-04
-1.77165469e-07,4.71875000e-04,2.03625000e-02,-1.30468750e-04
-1.77125469e-07,7.60937500e-04,2.03957813e-02,-9.76562500e-05
-1.77085469e-07,9.90625000e-04,2.03465625e-02,-5.31250000e-05
-1.77045469e-07,1.08906250e-03,2.02495313e-02,-2.65625000e-05
-1.77005469e-07,1.04531250e-03,2.01656250e-02,-3.35937500e-05
-1.76965469e-07,9.04687500e-04,2.01492187e-02,-5.70312500e-05
-1.76925469e-07,7.42187500e-04,2.02134375e-02,-6.25000000e-05
-1.76885469e-07,6.21875000e-04,2.03212500e-02,-2.57812500e-05
-1.76845469e-07,5.71875000e-04,2.04056250e-02,3.75000000e-05
-1.76805469e-07,5.81250000e-04,2.04103125e-02,7.81250000e-05
-1.76765469e-07,6.09375000e-04,2.03235938e-02,5.46875000e-05
-1.76725469e-07,6.21875000e-04,2.01848438e-02,-3.67187500e-05
-1.76685469e-07,6.04687500e-04,2.00578125e-02,-1.50781250e-04
-1.76645469e-07,5.70312500e-04,1.99945312e-02,-2.29687500e-04
-1.76605469e-07,5.51562500e-04,2.00076562e-02,-2.39062500e-04
-1.76565469e-07,5.76562500e-04,2.00700000e-02,-1.92187500e-04
-1.76525469e-07,6.46875000e-04,2.01356250e-02,-1.28125000e-04
-1.76485469e-07,7.28125000e-04,2.01689063e-02,-7.96875000e-05
-1.76445469e-07,7.64062500e-04,2.01567188e-02,-5.39062500e-05
-1.76405469e-07,7.10937500e-04,2.01089062e-02,-3.67187500e-05
-1.76365469e-07,5.79687500e-04,2.00517187e-02,-1.40625000e-05
-1.76325469e-07,4.37500000e-04,2.00165625e-02,1.40625000e-05
-1.76285469e-07,3.73437500e-04,2.00315625e-02,4.29687500e-05
-1.76245469e-07,4.40625000e-04,2.01070313e-02,7.26562500e-05
-1.76205469e-07,6.03125000e-04,2.02204687e-02,1.17187500e-04
-1.76165469e-07,7.50000000e-04,2.03189062e-02,1.83593750e-04
-1.76125469e-07,7.62500000e-04,2.03437500e-02,2.53906250e-04
-1.76085469e-07,6.04687500e-04,2.02650000e-02,2.85937500e-04
-1.76045469e-07,3.57812500e-04,2.01084375e-02,2.38281250e-04
-1.76005469e-07,1.76562500e-04,1.99467187e-02,1.05468750e-04
-1.75965469e-07,1.75000000e-04,1.98553125e-02,-6.32812500e-05
-1.75925469e-07,3.43750000e-04,1.98665625e-02,-1.91406250e-04
-1.75885469e-07,5.53125000e-04,1.99504687e-02,-2.17968750e-04
-1.75845469e-07,6.50000000e-04,2.00446875e-02,-1.39062500e-04
-1.75805469e-07,5.76562500e-04,2.01009375e-02,-7.81250000e-06
-1.75765469e-07,4.09375000e-04,2.01154688e-02,1.01562500e-04
-1.75725469e-07,2.98437500e-04,2.01182813e-02,1.44531250e-04
-1.75685469e-07,3.35937500e-04,2.01407812e-02,1.28906250e-04
-1.75645469e-07,4.89062500e-04,2.01843750e-02,1.03125000e-04
-1.75605469e-07,6.25000000e-04,2.02242188e-02,1.11718750e-04
-1.75565469e-07,6.25000000e-04,2.02350000e-02,1.62500000e-04
-1.75525469e-07,4.82812500e-04,2.02148437e-02,2.21093750e-04
-1.75485469e-07,3.04687500e-04,2.01825000e-02,2.44531250e-04
-1.75445469e-07,2.18750000e-04,2.01567188e-02,2.15625000e-04
-1.75405469e-07,2.76562500e-04,2.01384375e-02,1.54687500e-04
-1.75365469e-07,4.18750000e-04,2.01168750e-02,1.00781250e-04
-1.75325469e-07,5.40625000e-04,2.00864063e-02,7.96875000e-05
-1.75285469e-07,5.73437500e-04,2.00606250e-02,8.20312500e-05
-1.75245469e-07,5.37500000e-04,2.00615625e-02,7.65625000e-05
-1.75205469e-07,4.98437500e-04,2.00962500e-02,3.98437500e-05
-1.75165469e-07,5.09375000e-04,2.01459375e-02,-2.26562500e-05
-1.75125469e-07,5.62500000e-04,2.01773437e-02,-8.20312500e-05
-1.75085469e-07,6.17187500e-04,2.01717187e-02,-1.06250000e-04
-1.75045469e-07,6.42187500e-04,2.01454687e-02,-8.43750000e-05
-1.75005469e-07,6.42187500e-04,2.01370312e-02,-3.35937500e-05
-1.74965469e-07,6.39062500e-04,2.01759375e-02,1.79687500e-05
-1.74925469e-07,6.29687500e-04,2.02528125e-02,5.39062500e-05
-1.74885469e-07,5.81250000e-04,2.03250000e-02,7.10937500e-05
-1.74845469e-07,4.64062500e-04,2.03456250e-02,7.65625000e-05
-1.74805469e-07,3.06250000e-04,2.02992188e-02,7.34375000e-05
-1.74765469e-07,1.96875000e-04,2.02129687e-02,6.09375000e-05
-1.74725469e-07,2.26562500e-04,2.01328125e-02,4.76562500e-05
-1.74685469e-07,4.25000000e-04,2.00943750e-02,4.92187500e-05
-1.74645469e-07,7.09375000e-04,2.01018750e-02,8.20312500e-05
-1.74605469e-07,9.34375000e-04,2.01314063e-02,1.37500000e-04
-1.74565469e-07,9.84375000e-04,2.01515625e-02,1.76562500e-04
-1.74525469e-07,8.46875000e-04,2.01431250e-02,1.53906250e-04
-1.74485469e-07,6.28125000e-04,2.01051562e-02,5.54687500e-05
-1.74445469e-07,4.71875000e-04,2.00526562e-02,-7.18750000e-05
-1.74405469e-07,4.70312500e-04,2.00057813e-02,-1.45312500e-04
-1.74365469e-07,5.93750000e-04,1.99851563e-02,-9.84375000e-05
-1.74325469e-07,7.28125000e-04,2.00001562e-02,5.62500000e-05
-1.74285469e-07,7.45312500e-04,2.00465625e-02,2.28125000e-04
-1.74245469e-07,6.06250000e-04,2.01028125e-02,2.98437500e-04
-1.74205469e-07,3.75000000e-04,2.01435938e-02,2.09375000e-04
-1.74165469e-07,1.89062500e-04,2.01543750e-02,2.34375000e-06
-1.74125469e-07,1.57812500e-04,2.01435938e-02,-2.07031250e-04
-1.74085469e-07,2.93750000e-04,2.01332812e-02,-3.02343750e-04
-1.74045469e-07,5.04687500e-04,2.01403125e-02,-2.42968750e-04
-1.74005469e-07,6.51562500e-04,2.01571875e-02,-7.89062500e-05
-1.73965469e-07,6.46875000e-04,2.01571875e-02,9.14062500e-05
-1.73925469e-07,4.95312500e-04,2.01164062e-02,1.88281250e-04
-1.73885469e-07,2.90625000e-04,2.00400000e-02,1.88281250e-04
-1.73845469e-07,1.43750000e-04,1.99687500e-02,1.23437500e-04
-1.73805469e-07,1.12500000e-04,1.99518750e-02,4.37500000e-05
-1.73765469e-07,1.90625000e-04,2.00132813e-02,-1.17187500e-05
-1.73725469e-07,3.21875000e-04,2.01290625e-02,-2.10937500e-05
-1.73685469e-07,4.59375000e-04,2.02387500e-02,1.56250000e-05
-1.73645469e-07,5.75000000e-04,2.02818750e-02,8.59375000e-05
-1.73605469e-07,6.59375000e-04,2.02331250e-02,1.62500000e-04
-1.73565469e-07,6.92187500e-04,2.01168750e-02,2.04687500e-04
-1.73525469e-07,6.40625000e-04,1.99912500e-02,1.82812500e-04
-1.73485469e-07,4.93750000e-04,1.99185937e-02,9.68750000e-05
-1.73445469e-07,2.98437500e-04,1.99350000e-02,-7.81250000e-06
-1.73405469e-07,1.40625000e-04,2.00385937e-02,-6.40625000e-05
-1.73365469e-07,1.04687500e-04,2.01909375e-02,-3.04687500e-05
-1.73325469e-07,2.06250000e-04,2.03339062e-02,7.50000000e-05
-1.73285469e-07,3.76562500e-04,2.04103125e-02,1.82031250e-04
-1.73245469e-07,5.14062500e-04,2.03873437e-02,2.10937500e-04
-1.73205469e-07,5.60937500e-04,2.02743750e-02,1.41406250e-04
-1.73165469e-07,5.53125000e-04,2.01234375e-02,2.96875000e-05
-1.73125469e-07,5.73437500e-04,2.00076562e-02,-2.65625000e-05
-1.73085469e-07,6.76562500e-04,1.99851563e-02,3.82812500e-05
-1.73045469e-07,8.26562500e-04,2.00662500e-02,2.00000000e-04
-1.73005469e-07,9.15625000e-04,2.02003125e-02,3.57812500e-04
-1.72965469e-07,8.50000000e-04,2.03062500e-02,4.05468750e-04
-1.72925469e-07,6.37500000e-04,2.03165625e-02,3.13281250e-04
-1.72885469e-07,3.93750000e-04,2.02256250e-02,1.50781250e-04
-1.72845469e-07,2.68750000e-04,2.00934375e-02,3.43750000e-05
-1.72805469e-07,3.32812500e-04,2.00095313e-02,3.28125000e-05
-1.72765469e-07,5.26562500e-04,2.00348437e-02,1.17968750e-04
-1.72725469e-07,6.98437500e-04,2.01576562e-02,1.88281250e-04
-1.72685469e-07,7.12500000e-04,2.02996875e-02,1.57812500e-04
-1.72645469e-07,5.42187500e-04,2.03681250e-02,2.96875000e-05
-1.72605469e-07,2.82812500e-04,2.03193750e-02,-1.03906250e-04
-1.72565469e-07,8.75000000e-05,2.01885938e-02,-1.35937500e-04
-1.72525469e-07,7.03125000e-05,2.00662500e-02,-2.89062500e-05
-1.72485469e-07,2.37500000e-04,2.00329687e-02,1.51562500e-04
-1.72445469e-07,4.92187500e-04,2.01065625e-02,2.89843750e-04
-1.72405469e-07,6.96875000e-04,2.02312500e-02,3.02343750e-04
-1.72365469e-07,7.45312500e-04,2.03198438e-02,1.92968750e-04
-1.72325469e-07,6.26562500e-04,2.03170312e-02,3.67187500e-05
-1.72285469e-07,4.14062500e-04,2.02345312e-02,-8.67187500e-05
-1.72245469e-07,2.28125000e-04,2.01370312e-02,-1.48437500e-04
-1.72205469e-07,1.56250000e-04,2.00962500e-02,-1.72656250e-04
-1.72165469e-07,2.15625000e-04,2.01407812e-02,-1.99218750e-04
-1.72125469e-07,3.51562500e-04,2.02443750e-02,-2.35156250e-04
-1.72085469e-07,4.84375000e-04,2.03489062e-02,-2.53125000e-04
-1.72045469e-07,5.62500000e-04,2.04070312e-02,-2.21875000e-04
-1.72005469e-07,5.93750000e-04,2.04060937e-02,-1.43750000e-04
-1.71965469e-07,6.18750000e-04,2.03653125e-02,-5.46875000e-05
-1.71925469e-07,6.67187500e-04,2.03090625e-02,6.25000000e-06
-1.71885469e-07,7.28125000e-04,2.02495313e-02,3.43750000e-05
-1.71845469e-07,7.60937500e-04,2.01890625e-02,5.70312500e-05
-1.71805469e-07,7.35937500e-04,2.01337500e-02,1.06250000e-04
-1.71765469e-07,6.67187500e-04,2.01037500e-02,1.75000000e-04
-1.71725469e-07,6.01562500e-04,2.01239063e-02,2.18750000e-04
-1.71685469e-07,5.73437500e-04,2.01984375e-02,1.86718750e-04
-1.71645469e-07,5.71875000e-04,2.02973437e-02,6.79687500e-05
-1.71605469e-07,5.48437500e-04,2.03681250e-02,-9.29687500e-05
-1.71565469e-07,4.78125000e-04,2.03704687e-02,-2.24218750e-04
-1.71525469e-07,3.90625000e-04,2.03076563e-02,-2.77343750e-04
-1.71485469e-07,3.57812500e-04,2.02275000e-02,-2.51562500e-04
-1.71445469e-07,4.29687500e-04,2.01867187e-02,-1.86718750e-04
-1.71405469e-07,5.70312500e-04,2.02054688e-02,-1.22656250e-04
-1.71365469e-07,6.70312500e-04,2.02500000e-02,-7.81250000e-05
-1.71325469e-07,6.29687500e-04,2.02565625e-02,-5.00000000e-05
-1.71285469e-07,4.43750000e-04,2.01876562e-02,-3.35937500e-05
-1.71245469e-07,2.31250000e-04,2.00671875e-02,-2.65625000e-05
-1.71205469e-07,1.46875000e-04,1.99734375e-02,-2.89062500e-05
-1.71165469e-07,2.62500000e-04,1.99823437e-02,-2.42187500e-05
-1.71125469e-07,4.98437500e-04,2.01103125e-02,9.37500000e-06
-1.71085469e-07,6.81250000e-04,2.02935937e-02,8.12500000e-05
-1.71045469e-07,6.73437500e-04,2.04262500e-02,1.67968750e-04
-1.71005469e-07,4.81250000e-04,2.04318750e-02,2.28125000e-04
-1.70965469e-07,2.48437500e-04,2.03146875e-02,2.28906250e-04
-1.70925469e-07,1.51562500e-04,2.01539062e-02,1.78906250e-04
-1.70885469e-07,2.56250000e-04,2.00484375e-02,1.18750000e-04
-1.70845469e-07,4.81250000e-04,2.00512500e-02,8.20312500e-05
-1.70805469e-07,6.65625000e-04,2.01398438e-02,6.40625000e-05
-1.70765469e-07,6.81250000e-04,2.02415625e-02,2.81250000e-05
-1.70725469e-07,5.21875000e-04,2.02917187e-02,-4.68750000e-05
-1.70685469e-07,3.00000000e-04,2.02757812e-02,-1.34375000e-04
-1.70645469e-07,1.56250000e-04,2.02340625e-02,-1.64062500e-04
-1.70605469e-07,1.87500000e-04,2.02223437e-02,-8.43750000e-05
-1.70565469e-07,3.98437500e-04,2.02682812e-02,8.35937500e-05
-1.70525469e-07,7.10937500e-04,2.03489062e-02,2.46875000e-04
-1.70485469e-07,1.00156250e-03,2.04089063e-02,3.05468750e-04
-1.70445469e-07,1.14375000e-03,2.04009375e-02,2.29687500e-04
-1.70405469e-07,1.04375000e-03,2.03151563e-02,8.43750000e-05
-1.70365469e-07,7.01562500e-04,2.01867187e-02,-2.34375000e-05
-1.70325469e-07,2.37500000e-04,2.00732812e-02,-3.20312500e-05
-1.70285469e-07,-1.50000000e-04,2.00254688e-02,3.51562500e-05
-1.70245469e-07,-2.71875000e-04,2.00596875e-02,1.02343750e-04
-1.70205469e-07,-7.81250000e-05,2.01539062e-02,1.20312500e-04
-1.70165469e-07,3.01562500e-04,2.02589063e-02,1.07812500e-04
-1.70125469e-07,6.34375000e-04,2.03226563e-02,1.17187500e-04
-1.70085469e-07,7.34375000e-04,2.03137500e-02,1.71093750e-04
-1.70045469e-07,5.93750000e-04,2.02335938e-02,2.23437500e-04
-1.70005469e-07,3.75000000e-04,2.01164062e-02,2.02343750e-04
-1.69965469e-07,2.79687500e-04,2.00123438e-02,9.37500000e-05
-1.69925469e-07,3.84375000e-04,1.99635938e-02,-2.50000000e-05
-1.69885469e-07,5.98437500e-04,1.99818750e-02,-3.98437500e-05
-1.69845469e-07,7.34375000e-04,2.00465625e-02,9.92187500e-05
-1.69805469e-07,6.75000000e-04,2.01187500e-02,3.11718750e-04
-1.69765469e-07,4.64062500e-04,2.01646875e-02,4.37500000e-04
-1.69725469e-07,2.54687500e-04,2.01735937e-02,3.64062500e-04
-1.69685469e-07,1.90625000e-04,2.01595313e-02,1.27343750e-04
-1.69645469e-07,2.85937500e-04,2.01450000e-02,-1.13281250e-04
-1.69605469e-07,4.31250000e-04,2.01459375e-02,-1.96875000e-04
-1.69565469e-07,4.90625000e-04,2.01642188e-02,-8.90625000e-05
-1.69525469e-07,4.10937500e-04,2.01951562e-02,9.60937500e-05
-1.69485469e-07,2.57812500e-04,2.02359375e-02,1.96875000e-04
-1.69445469e-07,1.53125000e-04,2.02842187e-02,1.35156250e-04
-1.69405469e-07,1.84375000e-04,2.03296875e-02,-2.34375000e-05
-1.69365469e-07,3.56250000e-04,2.03493750e-02,-1.40625000e-04
-1.69325469e-07,6.04687500e-04,2.03184375e-02,-1.25000000e-04
-1.69285469e-07,8.43750000e-04,2.02331250e-02,-3.12500000e-06
-1.69245469e-07,1.00625000e-03,2.01271875e-02,1.11718750e-04
-1.69205469e-07,1.05000000e-03,2.00601562e-02,1.25781250e-04
-1.69165469e-07,9.56250000e-04,2.00793750e-02,4.06250000e-05
-1.69125469e-07,7.39062500e-04,2.01806250e-02,-5.85937500e-05
-1.69085469e-07,4.65625000e-04,2.03010937e-02,-8.98437500e-05
-1.69045469e-07,2.45312500e-04,2.03582812e-02,-5.15625000e-05
-1.69005469e-07,1.70312500e-04,2.03090625e-02,-2.18750000e-05
-1.68965469e-07,2.67187500e-04,2.01848438e-02,-7.89062500e-05
-1.68925469e-07,4.62500000e-04,2.00728125e-02,-2.20312500e-04
-1.68885469e-07,6.21875000e-04,2.00545313e-02,-3.54687500e-04
-1.68845469e-07,6.43750000e-04,2.01473437e-02,-3.67968750e-04
