Model,MSO64
Waveform Type,ANALOG
Horizontal Units,s
Sample Interval,4.00000000e-11
Record Length,50000
Zero Index,2999.99609375
Vertical Units,V
ANALOG_Thumbnail,

TIME,CH1
-1.19999844e-07,2.77500000e-04
-1.19959844e-07,4.57500000e-04
-1.19919844e-07,4.70625000e-04
-1.19879844e-07,2.96250000e-04
-1.19839844e-07,3.75000000e-05
-1.19799844e-07,-1.61250000e-04
-1.19759844e-07,-2.00625000e-04
-1.19719844e-07,-8.43750000e-05
-1.19679844e-07,1.12500000e-04
-1.19639844e-07,3.11250000e-04
-1.19599844e-07,4.63125000e-04
-1.19559844e-07,5.64375000e-04
-1.19519844e-07,6.15000000e-04
-1.19479844e-07,6.05625000e-04
-1.19439844e-07,5.21250000e-04
-1.19399844e-07,3.71250000e-04
-1.19359844e-07,2.11875000e-04
-1.19319844e-07,1.21875000e-04
-1.19279844e-07,1.55625000e-04
-1.19239844e-07,2.88750000e-04
-1.19199844e-07,4.29375000e-04
-1.19159844e-07,4.78125000e-04
-1.19119844e-07,3.99375000e-04
-1.19079844e-07,2.60625000e-04
-1.19039844e-07,1.74375000e-04
-1.18999844e-07,2.15625000e-04
-1.18959844e-07,3.45000000e-04
-1.18919844e-07,4.36875000e-04
-1.18879844e-07,3.82500000e-04
-1.18839844e-07,1.81875000e-04
-1.18799844e-07,-3.18750000e-05
-1.18759844e-07,-9.75000000e-05
-1.18719844e-07,5.43750000e-05
-1.18679844e-07,3.28125000e-04
-1.18639844e-07,5.32500000e-04
-1.18599844e-07,5.08125000e-04
-1.18559844e-07,2.55000000e-04
-1.18519844e-07,-6.18750000e-05
-1.18479844e-07,-2.36250000e-04
-1.18439844e-07,-1.63125000e-04
-1.18399844e-07,9.00000000e-05
-1.18359844e-07,3.30000000e-04
-1.18319844e-07,3.97500000e-04
-1.18279844e-07,2.66250000e-04
-1.18239844e-07,6.93750000e-05
-1.18199844e-07,-1.68750000e-05
-1.18159844e-07,9.37500000e-05
-1.18119844e-07,3.41250000e-04
-1.18079844e-07,5.62500000e-04
-1.18039844e-07,6.16875000e-04
-1.17999844e-07,4.83750000e-04
-1.17959844e-07,2.70000000e-04
-1.17919844e-07,1.33125000e-04
-1.17879844e-07,1.53750000e-04
-1.17839844e-07,2.96250000e-04
-1.17799844e-07,4.35000000e-04
-1.17759844e-07,4.40625000e-04
-1.17719844e-07,2.79375000e-04
-1.17679844e-07,2.62500000e-05
-1.17639844e-07,-1.76250000e-04
-1.17599844e-07,-2.08125000e-04
-1.17559844e-07,-4.50000000e-05
-1.17519844e-07,2.23125000e-04
-1.17479844e-07,4.46250000e-04
-1.17439844e-07,5.04375000e-04
-1.17399844e-07,3.71250000e-04
-1.17359844e-07,1.36875000e-04
-1.17319844e-07,-5.43750000e-05
-1.17279844e-07,-1.06875000e-04
-1.17239844e-07,-3.00000000e-05
-1.17199844e-07,7.31250000e-05
-1.17159844e-07,8.81250000e-05
-1.17119844e-07,-1.12500000e-05
-1.17079844e-07,-1.33125000e-04
-1.17039844e-07,-1.51875000e-04
-1.16999844e-07,6.93889390e-18
-1.16959844e-07,2.51250000e-04
-1.16919844e-07,4.50000000e-04
-1.16879844e-07,4.70625000e-04
-1.16839844e-07,3.16875000e-04
-1.16799844e-07,1.16250000e-04
-1.16759844e-07,1.12500000e-05
-1.16719844e-07,4.68750000e-05
-1.16679844e-07,1.31250000e-04
-1.16639844e-07,1.29375000e-04
-1.16599844e-07,-1.87500000e-05
-1.16559844e-07,-2.36250000e-04
-1.16519844e-07,-3.69375000e-04
-1.16479844e-07,-3.22500000e-04
-1.16439844e-07,-1.31250000e-04
-1.16399844e-07,6.18750000e-05
-1.16359844e-07,1.25625000e-04
-1.16319844e-07,5.06250000e-05
-1.16279844e-07,-6.37500000e-05
-1.16239844e-07,-1.01250000e-04
-1.16199844e-07,-3.56250000e-05
-1.16159844e-07,3.93750000e-05
-1.16119844e-07,5.62500000e-06
-1.16079844e-07,-1.68750000e-04
-1.16039844e-07,-3.86250000e-04
-1.15999844e-07,-4.89375000e-04
-1.15959844e-07,-3.93750000e-04
-1.15919844e-07,-1.55625000e-04
-1.15879844e-07,6.37500000e-05
-1.15839844e-07,1.27500000e-04
-1.15799844e-07,3.37500000e-05
-1.15759844e-07,-9.75000000e-05
-1.15719844e-07,-1.20000000e-04
-1.15679844e-07,-1.87500000e-06
-1.15639844e-07,1.68750000e-04
-1.15599844e-07,2.49375000e-04
-1.15559844e-07,1.81875000e-04
-1.15519844e-07,3.75000000e-05
-1.15479844e-07,-3.93750000e-05
-1.15439844e-07,3.37500000e-05
-1.15399844e-07,2.19375000e-04
-1.15359844e-07,3.90000000e-04
-1.15319844e-07,4.57500000e-04
-1.15279844e-07,4.48125000e-04
-1.15239844e-07,4.83750000e-04
-1.15199844e-07,6.52500000e-04
-1.15159844e-07,9.11250000e-04
-1.15119844e-07,1.10062500e-03
-1.15079844e-07,1.07062500e-03
-1.15039844e-07,8.06250000e-04
-1.14999844e-07,4.50000000e-04
-1.14959844e-07,1.93125000e-04
-1.14919844e-07,1.33125000e-04
-1.14879844e-07,2.08125000e-04
-1.14839844e-07,2.71875000e-04
-1.14799844e-07,2.15625000e-04
-1.14759844e-07,6.37500000e-05
