Model,MSO64
Waveform Type,ANALOG
Horizontal Units,s
Sample Interval,4.00000000e-11
Record Length,50000
Zero Index,4999.91015625
Vertical Units,V
ANALOG_Thumbnail,

TIME,CH1
-1.99996406e-07,3.98437500e-04
-1.99956406e-07,2.45703125e-04
-1.99916406e-07,8.10156250e-05
-1.99876406e-07,-2.65625000e-05
-1.99836406e-07,-2.52343750e-05
-1.99796406e-07,7.43750000e-05
-1.99756406e-07,2.11171875e-04
-1.99716406e-07,3.16093750e-04
-1.99676406e-07,3.51953125e-04
-1.99636406e-07,3.33359375e-04
-1.99596406e-07,3.08125000e-04
-1.99556406e-07,3.16093750e-04
-1.99516406e-07,3.53281250e-04
-1.99476406e-07,3.86484375e-04
-1.99436406e-07,3.83828125e-04
-1.99396406e-07,3.40000000e-04
-1.99356406e-07,2.94843750e-04
-1.99316406e-07,2.92187500e-04
-1.99276406e-07,3.42656250e-04
-1.99236406e-07,3.99765625e-04
-1.99196406e-07,3.90468750e-04
-1.99156406e-07,2.70937500e-04
-1.99116406e-07,7.83593750e-05
-1.99076406e-07,-8.63281250e-05
-1.99036406e-07,-1.11562500e-04
-1.98996406e-07,3.05468750e-05
-1.98956406e-07,2.58984375e-04
-1.98916406e-07,4.34296875e-04
-1.98876406e-07,4.51562500e-04
-1.98836406e-07,3.16093750e-04
-1.98796406e-07,1.34140625e-04
-1.98756406e-07,3.18750000e-05
-1.98716406e-07,5.71093750e-05
-1.98676406e-07,1.55390625e-04
-1.98636406e-07,2.33750000e-04
-1.98596406e-07,2.41718750e-04
-1.98556406e-07,2.15156250e-04
-1.98516406e-07,2.32421875e-04
-1.98476406e-07,3.25390625e-04
-1.98436406e-07,4.42265625e-04
-1.98396406e-07,4.86093750e-04
-1.98356406e-07,4.10390625e-04
-1.98316406e-07,2.76250000e-04
-1.98276406e-07,2.12500000e-04
-1.98236406e-07,3.06796875e-04
-1.98196406e-07,5.23281250e-04
-1.98156406e-07,7.10546875e-04
-1.98116406e-07,7.26484375e-04
-1.98076406e-07,5.49843750e-04
-1.98036406e-07,3.05468750e-04
-1.97996406e-07,1.68671875e-04
-1.97956406e-07,2.29765625e-04
-1.97916406e-07,4.21015625e-04
-1.97876406e-07,5.69765625e-04
-1.97836406e-07,5.37890625e-04
-1.97796406e-07,3.21406250e-04
-1.97756406e-07,5.04687500e-05
-1.97716406e-07,-1.10234375e-04
-1.97676406e-07,-8.63281250e-05
-1.97636406e-07,7.83593750e-05
-1.97596406e-07,2.61640625e-04
-1.97556406e-07,3.70546875e-04
-1.97516406e-07,3.83828125e-04
-1.97476406e-07,3.42656250e-04
-1.97436406e-07,2.93515625e-04
-1.97396406e-07,2.57656250e-04
-1.97356406e-07,2.31093750e-04
-1.97316406e-07,2.23125000e-04
-1.97276406e-07,2.57656250e-04
-1.97236406e-07,3.41328125e-04
-1.97196406e-07,4.31640625e-04
-1.97156406e-07,4.51562500e-04
-1.97116406e-07,3.49296875e-04
-1.97076406e-07,1.64687500e-04
-1.97036406e-07,1.99218750e-05
-1.96996406e-07,3.71875000e-05
-1.96956406e-07,2.37734375e-04
-1.96916406e-07,5.07343750e-04
-1.96876406e-07,6.68046875e-04
-1.96836406e-07,6.24218750e-04
-1.96796406e-07,4.35625000e-04
-1.96756406e-07,2.74921875e-04
-1.96716406e-07,2.84218750e-04
-1.96676406e-07,4.59531250e-04
-1.96636406e-07,6.49453125e-04
-1.96596406e-07,6.77343750e-04
-1.96556406e-07,4.90078125e-04
-1.96516406e-07,2.03203125e-04
-1.96476406e-07,7.96875000e-06
-1.96436406e-07,2.25781250e-05
-1.96396406e-07,1.97890625e-04
-1.96356406e-07,3.79843750e-04
-1.96316406e-07,4.34296875e-04
-1.96276406e-07,3.54609375e-04
-1.96236406e-07,2.55000000e-04
-1.96196406e-07,2.56328125e-04
-1.96156406e-07,3.78515625e-04
-1.96116406e-07,5.32578125e-04
-1.96076406e-07,6.02968750e-04
-1.96036406e-07,5.49843750e-04
-1.95996406e-07,4.38281250e-04
-1.95956406e-07,3.69218750e-04
-1.95916406e-07,3.86484375e-04
-1.95876406e-07,4.39609375e-04
-1.95836406e-07,4.35625000e-04
-1.95796406e-07,3.26718750e-04
-1.95756406e-07,1.58046875e-04
-1.95716406e-07,3.05468750e-05
-1.95676406e-07,1.72656250e-05
-1.95636406e-07,1.14218750e-04
-1.95596406e-07,2.58984375e-04
-1.95556406e-07,3.83828125e-04
-1.95516406e-07,4.66171875e-04
-1.95476406e-07,5.17968750e-04
-1.95436406e-07,5.40546875e-04
-1.95396406e-07,5.06015625e-04
-1.95356406e-07,3.83828125e-04
-1.95316406e-07,1.92578125e-04
-1.95276406e-07,1.72656250e-05
-1.95236406e-07,-3.32031250e-05
-1.95196406e-07,8.76562500e-05
-1.95156406e-07,3.13437500e-04
-1.95116406e-07,4.98046875e-04
-1.95076406e-07,5.11328125e-04
-1.95036406e-07,3.41328125e-04
-1.94996406e-07,1.07578125e-04
-1.94956406e-07,-1.46093750e-05
-1.94916406e-07,7.57031250e-05
-1.94876406e-07,3.40000000e-04
-1.94836406e-07,6.29531250e-04
-1.94796406e-07,7.91562500e-04
-1.94756406e-07,7.76953125e-04
-1.94716406e-07,6.52109375e-04
-1.94676406e-07,5.31250000e-04
