Model,MSO64
Waveform Type,ANALOG
Horizontal Units,s
Sample Interval,4.00000000e-11
Record Length,50000
Zero Index,2999.26953125
Vertical Units,V
ANALOG_Thumbnail,

TIME,CH1
-1.19970781e-07,4.83437500e-04
-1.19930781e-07,5.55156250e-04
-1.19890781e-07,4.86093750e-04
-1.19850781e-07,3.74531250e-04
-1.19810781e-07,3.32031250e-04
-1.19770781e-07,3.74531250e-04
-1.19730781e-07,4.32968750e-04
-1.19690781e-07,4.35625000e-04
-1.19650781e-07,3.85156250e-04
-1.19610781e-07,3.69218750e-04
-1.19570781e-07,4.59531250e-04
-1.19530781e-07,6.42812500e-04
-1.19490781e-07,8.18125000e-04
-1.19450781e-07,8.60625000e-04
-1.19410781e-07,7.14531250e-04
-1.19370781e-07,4.38281250e-04
-1.19330781e-07,1.48750000e-04
-1.19290781e-07,-4.25000000e-05
-1.19250781e-07,-9.56250000e-05
-1.19210781e-07,-4.78125000e-05
-1.19170781e-07,2.39062500e-05
-1.19130781e-07,5.04687500e-05
-1.19090781e-07,7.96875000e-06
-1.19050781e-07,-7.96875000e-05
-1.19010781e-07,-1.27500000e-04
-1.18970781e-07,-5.57812500e-05
-1.18930781e-07,1.70000000e-04
-1.18890781e-07,4.94062500e-04
-1.18850781e-07,7.70312500e-04
-1.18810781e-07,8.63281250e-04
-1.18770781e-07,7.19843750e-04
-1.18730781e-07,4.22343750e-04
-1.18690781e-07,1.40781250e-04
-1.18650781e-07,7.96875000e-06
-1.18610781e-07,2.12500000e-05
-1.18570781e-07,5.31250000e-05
-1.18530781e-07,-3.71875000e-05
-1.18490781e-07,-2.68281250e-04
-1.18450781e-07,-5.10000000e-04
-1.18410781e-07,-5.60468750e-04
-1.18370781e-07,-3.26718750e-04
-1.18330781e-07,1.14218750e-04
-1.18290781e-07,5.36562500e-04
-1.18250781e-07,7.41093750e-04
-1.18210781e-07,6.90625000e-04
-1.18170781e-07,5.17968750e-04
-1.18130781e-07,4.06406250e-04
-1.18090781e-07,4.30312500e-04
-1.18050781e-07,5.04687500e-04
-1.18010781e-07,4.67500000e-04
-1.17970781e-07,2.39062500e-04
-1.17930781e-07,-9.03125000e-05
-1.17890781e-07,-3.10781250e-04
-1.17850781e-07,-2.60312500e-04
-1.17810781e-07,4.78125000e-05
-1.17770781e-07,4.25000000e-04
-1.17730781e-07,6.42812500e-04
-1.17690781e-07,6.13593750e-04
-1.17650781e-07,4.40937500e-04
-1.17610781e-07,2.97500000e-04
-1.17570781e-07,2.81562500e-04
-1.17530781e-07,3.13437500e-04
-1.17490781e-07,2.31093750e-04
-1.17450781e-07,-2.65625000e-05
-1.17410781e-07,-3.32031250e-04
-1.17370781e-07,-4.43593750e-04
-1.17330781e-07,-2.20468750e-04
-1.17290781e-07,2.20468750e-04
-1.17250781e-07,5.57812500e-04
-1.17210781e-07,5.23281250e-04
-1.17170781e-07,1.32812500e-04
-1.17130781e-07,-2.92187500e-04
-1.17090781e-07,-3.79843750e-04
-1.17050781e-07,-1.85937500e-05
-1.17010781e-07,5.33906250e-04
-1.16970781e-07,8.44687500e-04
-1.16930781e-07,6.69375000e-04
-1.16890781e-07,1.70000000e-04
-1.16850781e-07,-1.88593750e-04
-1.16810781e-07,-2.92187500e-05
-1.16770781e-07,6.34843750e-04
-1.16730781e-07,1.38390625e-03
-1.16690781e-07,1.70796875e-03
-1.16650781e-07,1.39453125e-03
-1.16610781e-07,6.72031250e-04
-1.16570781e-07,1.85937500e-05
-1.16530781e-07,-2.09843750e-04
-1.16490781e-07,-1.06250000e-05
-1.16450781e-07,3.21406250e-04
-1.16410781e-07,4.78125000e-04
-1.16370781e-07,3.87812500e-04
-1.16330781e-07,2.39062500e-04
-1.16290781e-07,2.65625000e-04
-1.16250781e-07,5.33906250e-04
-1.16210781e-07,8.65937500e-04
-1.16170781e-07,9.96093750e-04
-1.16130781e-07,7.86250000e-04
-1.16090781e-07,3.32031250e-04
-1.16050781e-07,-1.16875000e-04
-1.16010781e-07,-3.26718750e-04
-1.15970781e-07,-2.25781250e-04
-1.15930781e-07,7.70312500e-05
-1.15890781e-07,4.03750000e-04
-1.15850781e-07,6.00312500e-04
-1.15810781e-07,6.02968750e-04
-1.15770781e-07,4.46250000e-04
-1.15730781e-07,2.23125000e-04
-1.15690781e-07,6.37500000e-05
-1.15650781e-07,8.23437500e-05
-1.15610781e-07,3.13437500e-04
-1.15570781e-07,6.66718750e-04
-1.15530781e-07,9.48281250e-04
-1.15490781e-07,9.69531250e-04
-1.15450781e-07,6.95937500e-04
-1.15410781e-07,2.76250000e-04
-1.15370781e-07,-1.85937500e-05
-1.15330781e-07,5.31250000e-06
-1.15290781e-07,3.32031250e-04
-1.15250781e-07,7.38437500e-04
-1.15210781e-07,9.56250000e-04
-1.15170781e-07,8.73906250e-04
-1.15130781e-07,6.05625000e-04
-1.15090781e-07,3.85156250e-04
-1.15050781e-07,3.82500000e-04
-1.15010781e-07,5.65781250e-04
-1.14970781e-07,7.62343750e-04
-1.14930781e-07,7.80937500e-04
-1.14890781e-07,5.73750000e-04
-1.14850781e-07,2.44375000e-04
-1.14810781e-07,-3.98437500e-05
-1.14770781e-07,-1.77968750e-04
-1.14730781e-07,-1.70000000e-04
