Model,MSO64
Channel,CH1,,Channel,CH2,,Channel,CH3
Waveform Type,ANALOG,,Waveform Type,ANALOG,,Waveform Type,ANALOG
Horizontal Units,s,,Horizontal Units,s,,Horizontal Units,s
Sample Interval,4.00000000e-11,,Sample Interval,4.00000000e-11,,Sample Interval,4.00000000e-11
Record Length,50000,,Record Length,50000,,Record Length,50000
Zero Index,4499.51171875,,Zero Index,4499.51171875,,Zero Index,4499.51171875
Vertical Units,V,,Vertical Units,V,,Vertical Units,V
,,,,,,,
ANALOG_Thumbnail,,,ANALOG_Thumbnail,,,ANALOG_Thumbnail,

TIME,CH1,CH2,CH3
-1.79980469e-07,2.29687500e-04,2.01500000e-02,-1.63281250e-04
-1.79940469e-07,4.78125000e-04,2.00993750e-02,-1.66406250e-04
-1.79900469e-07,7.98437500e-04,2.00993750e-02,-7.42187500e-05
-1.79860469e-07,9.92187500e-04,2.01581250e-02,5.78125000e-05
-1.79820469e-07,9.43750000e-04,2.02325000e-02,1.62500000e-04
-1.79780469e-07,6.78125000e-04,2.02518750e-02,2.01562500e-04
-1.79740469e-07,3.39062500e-04,2.01693750e-02,1.72656250e-04
-1.79700469e-07,8.75000000e-05,2.00043750e-02,1.01562500e-04
-1.79660469e-07,2.34375000e-05,1.98375000e-02,2.65625000e-05
-1.79620469e-07,1.45312500e-04,1.97581250e-02,-2.73437500e-05
-1.79580469e-07,3.68750000e-04,1.98056250e-02,-5.31250000e-05
-1.79540469e-07,5.70312500e-04,1.99400000e-02,-5.46875000e-05
-1.79500469e-07,6.53125000e-04,2.00700000e-02,-3.82812500e-05
-1.79460469e-07,5.87500000e-04,2.01162500e-02,-5.46875000e-06
-1.79420469e-07,4.28125000e-04,2.00612500e-02,4.68750000e-05
-1.79380469e-07,2.93750000e-04,1.99556250e-02,1.16406250e-04
-1.79340469e-07,3.03125000e-04,1.98806250e-02,1.88281250e-04
-1.79300469e-07,5.07812500e-04,1.98931250e-02,2.35937500e-04
-1.79260469e-07,8.35937500e-04,1.99918750e-02,2.34375000e-04
-1.79220469e-07,1.12656250e-03,2.01275000e-02,1.77343750e-04
-1.79180469e-07,1.21406250e-03,2.02375000e-02,8.20312500e-05
-1.79140469e-07,1.03906250e-03,2.02806250e-02,-1.17187500e-05
-1.79100469e-07,6.85937500e-04,2.02543750e-02,-6.40625000e-05
-1.79060469e-07,3.39062500e-04,2.01825000e-02,-5.93750000e-05
-1.79020469e-07,1.62500000e-04,2.00975000e-02,-1.56250000e-05
-1.78980469e-07,2.04687500e-04,2.00243750e-02,2.89062500e-05
-1.78940469e-07,3.75000000e-04,1.99800000e-02,4.37500000e-05
-1.78900469e-07,5.25000000e-04,1.99743750e-02,2.34375000e-05
-1.78860469e-07,5.51562500e-04,2.00093750e-02,-9.37500000e-06
-1.78820469e-07,4.54687500e-04,2.00700000e-02,-2.96875000e-05
-1.78780469e-07,3.12500000e-04,2.01231250e-02,-3.04687500e-05
-1.78740469e-07,2.04687500e-04,2.01343750e-02,-2.26562500e-05
-1.78700469e-07,1.57812500e-04,2.00918750e-02,-2.18750000e-05
-1.78660469e-07,1.46875000e-04,2.00218750e-02,-2.26562500e-05
-1.78620469e-07,1.43750000e-04,1.99762500e-02,-7.81250000e-06
-1.78580469e-07,1.51562500e-04,1.99962500e-02,3.20312500e-05
-1.78540469e-07,1.89062500e-04,2.00706250e-02,8.12500000e-05
-1.78500469e-07,2.46875000e-04,2.01368750e-02,1.00781250e-04
-1.78460469e-07,2.71875000e-04,2.01181250e-02,7.18750000e-05
-1.78420469e-07,1.93750000e-04,1.99887500e-02,1.95312500e-05
-1.78380469e-07,1.25000000e-05,1.98031250e-02,5.46875000e-06
-1.78340469e-07,-1.82812500e-04,1.96706250e-02,7.65625000e-05
-1.78300469e-07,-2.50000000e-04,1.96812500e-02,2.10156250e-04
-1.78260469e-07,-1.07812500e-04,1.98387500e-02,3.17187500e-04
-1.78220469e-07,1.96875000e-04,2.00512500e-02,3.00781250e-04
-1.78180469e-07,5.00000000e-04,2.01906250e-02,1.39843750e-04
-1.78140469e-07,6.43750000e-04,2.01800000e-02,-7.50000000e-05
-1.78100469e-07,5.78125000e-04,2.00425000e-02,-2.00000000e-04
-1.78060469e-07,4.06250000e-04,1.98825000e-02,-1.40625000e-04
-1.78020469e-07,2.92187500e-04,1.98081250e-02,6.56250000e-05
-1.77980469e-07,3.42187500e-04,1.98612500e-02,2.71093750e-04
-1.77940469e-07,5.26562500e-04,1.99987500e-02,3.26562500e-04
-1.77900469e-07,7.15625000e-04,2.01331250e-02,1.92187500e-04
-1.77860469e-07,7.82812500e-04,2.01968750e-02,-2.89062500e-05
-1.77820469e-07,7.00000000e-04,2.01781250e-02,-1.69531250e-04
-1.77780469e-07,5.35937500e-04,2.01156250e-02,-1.28906250e-04
-1.77740469e-07,3.87500000e-04,2.00575000e-02,5.62500000e-05
-1.77700469e-07,3.03125000e-04,2.00300000e-02,2.42187500e-04
-1.77660469e-07,2.57812500e-04,2.00325000e-02,2.93750000e-04
-1.77620469e-07,2.06250000e-04,2.00556250e-02,1.85937500e-04
-1.77580469e-07,1.46875000e-04,2.00931250e-02,1.48437500e-05
-1.77540469e-07,1.34375000e-04,2.01443750e-02,-8.20312500e-05
-1.77500469e-07,2.31250000e-04,2.01975000e-02,-3.35937500e-05
-1.77460469e-07,4.32812500e-04,2.02287500e-02,1.21093750e-04
-1.77420469e-07,6.51562500e-04,2.02168750e-02,2.69531250e-04
-1.77380469e-07,7.62500000e-04,2.01625000e-02,3.13281250e-04
-1.77340469e-07,7.06250000e-04,2.00950000e-02,2.28906250e-04
-1.77300469e-07,5.26562500e-04,2.00537500e-02,6.79687500e-05
-1.77260469e-07,3.48437500e-04,2.00575000e-02,-9.14062500e-05
-1.77220469e-07,2.78125000e-04,2.00887500e-02,-1.95312500e-04
-1.77180469e-07,3.26562500e-04,2.01075000e-02,-2.32812500e-04
-1.77140469e-07,4.10937500e-04,2.00881250e-02,-2.14062500e-04
-1.77100469e-07,4.32812500e-04,2.00400000e-02,-1.57031250e-04
-1.77060469e-07,3.64062500e-04,1.99993750e-02,-7.81250000e-05
-1.77020469e-07,2.73437500e-04,2.00018750e-02,-3.90625000e-06
-1.76980469e-07,2.59375000e-04,2.00475000e-02,3.28125000e-05
-1.76940469e-07,3.68750000e-04,2.01087500e-02,6.25000000e-06
-1.76900469e-07,5.51562500e-04,2.01518750e-02,-7.50000000e-05
-1.76860469e-07,7.07812500e-04,2.01712500e-02,-1.63281250e-04
-1.76820469e-07,7.62500000e-04,2.01906250e-02,-1.96875000e-04
-1.76780469e-07,7.25000000e-04,2.02375000e-02,-1.45312500e-04
-1.76740469e-07,6.68750000e-04,2.03118750e-02,-3.12500000e-05
-1.76700469e-07,6.57812500e-04,2.03818750e-02,7.89062500e-05
-1.76660469e-07,6.98437500e-04,2.04075000e-02,1.19531250e-04
-1.76620469e-07,7.35937500e-04,2.03775000e-02,6.40625000e-05
-1.76580469e-07,7.20312500e-04,2.03175000e-02,-5.70312500e-05
-1.76540469e-07,6.45312500e-04,2.02675000e-02,-1.85156250e-04
-1.76500469e-07,5.54687500e-04,2.02475000e-02,-2.69531250e-04
-1.76460469e-07,5.00000000e-04,2.02400000e-02,-2.89062500e-04
-1.76420469e-07,4.93750000e-04,2.02106250e-02,-2.52343750e-04
-1.76380469e-07,5.10937500e-04,2.01481250e-02,-1.82031250e-04
-1.76340469e-07,5.14062500e-04,2.00831250e-02,-1.01562500e-04
-1.76300469e-07,4.87500000e-04,2.00675000e-02,-3.51562500e-05
-1.76260469e-07,4.35937500e-04,2.01275000e-02,-2.34375000e-06
-1.76220469e-07,3.68750000e-04,2.02318750e-02,-9.37500000e-06
-1.76180469e-07,2.84375000e-04,2.03093750e-02,-3.82812500e-05
-1.76140469e-07,1.84375000e-04,2.03000000e-02,-5.23437500e-05
-1.76100469e-07,9.06250000e-05,2.02031250e-02,-1.56250000e-05
-1.76060469e-07,5.62500000e-05,2.00793750e-02,7.10937500e-05
-1.76020469e-07,1.21875000e-04,2.00068750e-02,1.58593750e-04
-1.75980469e-07,2.76562500e-04,2.00206250e-02,1.79687500e-04
-1.75940469e-07,4.43750000e-04,2.00937500e-02,9.68750000e-05
-1.75900469e-07,5.31250000e-04,2.01625000e-02,-6.32812500e-05
-1.75860469e-07,5.00000000e-04,2.01800000e-02,-2.21875000e-04
-1.75820469e-07,3.98437500e-04,2.01475000e-02,-3.01562500e-04
-1.75780469e-07,3.20312500e-04,2.01043750e-02,-2.75781250e-04
-1.75740469e-07,3.23437500e-04,2.00893750e-02,-1.84375000e-04
-1.75700469e-07,3.93750000e-04,2.01087500e-02,-9.29687500e-05
-1.75660469e-07,4.59375000e-04,2.01418750e-02,-4.37500000e-05
-1.75620469e-07,4.68750000e-04,2.01631250e-02,-3.12500000e-05
-1.75580469e-07,4.32812500e-04,2.01662500e-02,-1.95312500e-05
-1.75540469e-07,4.12500000e-04,2.01581250e-02,1.48437500e-05
-1.75500469e-07,4.40625000e-04,2.01425000e-02,6.17187500e-05
-1.75460469e-07,4.98437500e-04,2.01106250e-02,9.06250000e-05
-1.75420469e-07,5.26562500e-04,2.00550000e-02,8.51562500e-05
-1.75380469e-07,4.98437500e-04,1.99850000e-02,6.17187500e-05
-1.75340469e-07,4.46875000e-04,1.99368750e-02,5.54687500e-05
-1.75300469e-07,4.32812500e-04,1.99437500e-02,8.67187500e-05
-1.75260469e-07,4.64062500e-04,2.00031250e-02,1.36718750e-04
-1.75220469e-07,4.75000000e-04,2.00725000e-02,1.62500000e-04
-1.75180469e-07,3.87500000e-04,2.00950000e-02,1.32031250e-04
-1.75140469e-07,2.04687500e-04,2.00506250e-02,5.07812500e-05
-1.75100469e-07,4.21875000e-05,1.99775000e-02,-3.51562500e-05
-1.75060469e-07,3.90625000e-05,1.99481250e-02,-8.04687500e-05
-1.75020469e-07,2.34375000e-04,2.00087500e-02,-6.79687500e-05
-1.74980469e-07,4.96875000e-04,2.01387500e-02,-1.71875000e-05
-1.74940469e-07,6.17187500e-04,2.02593750e-02,4.14062500e-05
-1.74900469e-07,4.82812500e-04,2.02900000e-02,9.29687500e-05
-1.74860469e-07,1.95312500e-04,2.02100000e-02,1.48437500e-04
-1.74820469e-07,4.68750000e-06,2.00793750e-02,2.18750000e-04
-1.74780469e-07,1.15625000e-04,1.99912500e-02,2.89843750e-04
-1.74740469e-07,5.06250000e-04,2.00043750e-02,3.18750000e-04
-1.74700469e-07,9.25000000e-04,2.01006250e-02,2.61718750e-04
-1.74660469e-07,1.07187500e-03,2.01981250e-02,1.17968750e-04
-1.74620469e-07,8.32812500e-04,2.02150000e-02,-6.09375000e-05
