Model,MSO64
Waveform Type,ANALOG
Horizontal Units,s
Sample Interval,4.00000000e-11
Record Length,50000
Zero Index,4999.94140625
Vertical Units,V
ANALOG_Thumbnail,

TIME,CH1
-1.99997656e-07,1.23515625e-04
-1.99957656e-07,1.92578125e-04
-1.99917656e-07,2.98828125e-04
-1.99877656e-07,3.87812500e-04
-1.99837656e-07,4.34296875e-04
-1.99797656e-07,4.43593750e-04
-1.99757656e-07,4.19687500e-04
-1.99717656e-07,3.43984375e-04
-1.99677656e-07,1.91250000e-04
-1.99637656e-07,-2.65625000e-05
-1.99597656e-07,-2.35078125e-04
-1.99557656e-07,-3.26718750e-04
-1.99517656e-07,-2.29765625e-04
-1.99477656e-07,2.25781250e-05
-1.99437656e-07,3.00156250e-04
-1.99397656e-07,4.54218750e-04
-1.99357656e-07,4.30312500e-04
-1.99317656e-07,3.04140625e-04
-1.99277656e-07,2.20468750e-04
-1.99237656e-07,2.76250000e-04
-1.99197656e-07,4.39609375e-04
-1.99157656e-07,5.79062500e-04
-1.99117656e-07,5.68437500e-04
-1.99077656e-07,3.94453125e-04
-1.99037656e-07,1.68671875e-04
-1.98997656e-07,3.18750000e-05
-1.98957656e-07,4.51562500e-05
-1.98917656e-07,1.42109375e-04
-1.98877656e-07,2.05859375e-04
-1.98837656e-07,1.70000000e-04
-1.98797656e-07,8.10156250e-05
-1.98757656e-07,3.85156250e-05
-1.98717656e-07,9.56250000e-05
-1.98677656e-07,2.01875000e-04
-1.98637656e-07,2.40390625e-04
-1.98597656e-07,1.48750000e-04
-1.98557656e-07,-1.46093750e-05
-1.98517656e-07,-1.10234375e-04
-1.98477656e-07,-4.11718750e-05
-1.98437656e-07,1.50078125e-04
-1.98397656e-07,3.01484375e-04
-1.98357656e-07,2.62968750e-04
-1.98317656e-07,2.65625000e-05
-1.98277656e-07,-2.51015625e-04
-1.98237656e-07,-3.66562500e-04
-1.98197656e-07,-2.27109375e-04
-1.98157656e-07,7.96875000e-05
-1.98117656e-07,3.54609375e-04
-1.98077656e-07,4.48906250e-04
-1.98037656e-07,3.73203125e-04
-1.97997656e-07,2.69609375e-04
-1.97957656e-07,2.89531250e-04
-1.97917656e-07,4.56875000e-04
-1.97877656e-07,6.50781250e-04
-1.97837656e-07,7.05234375e-04
-1.97797656e-07,5.47187500e-04
-1.97757656e-07,2.51015625e-04
-1.97717656e-07,-1.46093750e-05
-1.97677656e-07,-1.11562500e-04
-1.97637656e-07,-2.52343750e-05
-1.97597656e-07,1.40781250e-04
-1.97557656e-07,2.49687500e-04
-1.97517656e-07,2.29765625e-04
-1.97477656e-07,1.18203125e-04
-1.97437656e-07,1.59375000e-05
-1.97397656e-07,1.46093750e-05
-1.97357656e-07,1.32812500e-04
-1.97317656e-07,3.10781250e-04
-1.97277656e-07,4.54218750e-04
-1.97237656e-07,4.90078125e-04
-1.97197656e-07,4.06406250e-04
-1.97157656e-07,2.56328125e-04
-1.97117656e-07,1.22187500e-04
-1.97077656e-07,7.03906250e-05
-1.97037656e-07,1.06250000e-04
-1.96997656e-07,1.80625000e-04
-1.96957656e-07,2.25781250e-04
-1.96917656e-07,2.13828125e-04
-1.96877656e-07,1.85937500e-04
-1.96837656e-07,2.27109375e-04
-1.96797656e-07,3.98437500e-04
-1.96757656e-07,6.73359375e-04
-1.96717656e-07,9.32343750e-04
-1.96677656e-07,1.01867188e-03
-1.96637656e-07,8.50000000e-04
-1.96597656e-07,4.74140625e-04
-1.96557656e-07,5.84375000e-05
-1.96517656e-07,-2.07187500e-04
-1.96477656e-07,-2.20468750e-04
-1.96437656e-07,-2.39062500e-05
-1.96397656e-07,2.25781250e-04
-1.96357656e-07,3.65234375e-04
-1.96317656e-07,3.21406250e-04
-1.96277656e-07,1.54062500e-04
-1.96237656e-07,-1.32812500e-06
-1.96197656e-07,-2.65625000e-05
-1.96157656e-07,9.69531250e-05
-1.96117656e-07,2.81562500e-04
-1.96077656e-07,3.97109375e-04
-1.96037656e-07,3.67890625e-04
-1.95997656e-07,2.20468750e-04
-1.95957656e-07,6.37500000e-05
-1.95917656e-07,2.65625000e-06
-1.95877656e-07,6.64062500e-05
-1.95837656e-07,1.89921875e-04
-1.95797656e-07,2.62968750e-04
-1.95757656e-07,2.15156250e-04
-1.95717656e-07,6.24218750e-05
-1.95677656e-07,-9.69531250e-05
-1.95637656e-07,-1.54062500e-04
-1.95597656e-07,-6.24218750e-05
-1.95557656e-07,1.34140625e-04
-1.95517656e-07,3.26718750e-04
-1.95477656e-07,4.13046875e-04
-1.95437656e-07,3.58593750e-04
-1.95397656e-07,2.09843750e-04
-1.95357656e-07,6.50781250e-05
-1.95317656e-07,1.06250000e-05
-1.95277656e-07,7.30468750e-05
-1.95237656e-07,2.08515625e-04
-1.95197656e-07,3.40000000e-04
-1.95157656e-07,4.03750000e-04
-1.95117656e-07,3.89140625e-04
-1.95077656e-07,3.38671875e-04
-1.95037656e-07,3.08125000e-04
-1.94997656e-07,3.25390625e-04
-1.94957656e-07,3.63906250e-04
-1.94917656e-07,3.67890625e-04
-1.94877656e-07,2.88203125e-04
-1.94837656e-07,1.32812500e-04
-1.94797656e-07,-3.05468750e-05
-1.94757656e-07,-1.20859375e-04
-1.94717656e-07,-1.00937500e-04
