Model,MSO64
Waveform Type,ANALOG
Horizontal Units,s
Sample Interval,2.00000000e-12
Record Length,1000
Zero Index,99.81250000
Vertical Units,V
ANALOG_Thumbnail,

TIME,CH1
-1.99625000e-10,4.59531250e-03
-1.97625000e-10,4.65507813e-03
-1.95625000e-10,4.68960938e-03
-1.93625000e-10,4.74273438e-03
-1.91625000e-10,4.75468750e-03
-1.89625000e-10,4.79187500e-03
-1.87625000e-10,4.84765625e-03
-1.85625000e-10,4.86625000e-03
-1.83625000e-10,4.93796875e-03
-1.81625000e-10,4.98710938e-03
-1.79625000e-10,5.03093750e-03
-1.77625000e-10,5.00570313e-03
-1.75625000e-10,5.08273438e-03
-1.73625000e-10,5.09734375e-03
-1.71625000e-10,5.14781250e-03
-1.69625000e-10,5.20226563e-03
-1.67625000e-10,5.23015625e-03
-1.65625000e-10,5.25539063e-03
-1.63625000e-10,5.30054688e-03
-1.61625000e-10,5.30851563e-03
-1.59625000e-10,5.36031250e-03
-1.57625000e-10,5.42007813e-03
-1.55625000e-10,5.45195313e-03
-1.53625000e-10,5.50773438e-03
-1.51625000e-10,5.52234375e-03
-1.49625000e-10,5.55953125e-03
-1.47625000e-10,5.61664063e-03
-1.45625000e-10,5.63656250e-03
-1.43625000e-10,5.70828125e-03
-1.41625000e-10,5.75609375e-03
-1.39625000e-10,5.79859375e-03
-1.37625000e-10,5.77601563e-03
-1.35625000e-10,5.85039063e-03
-1.33625000e-10,5.87164063e-03
-1.31625000e-10,5.91546875e-03
-1.29625000e-10,5.97789063e-03
-1.27625000e-10,6.00710938e-03
-1.25625000e-10,6.03765625e-03
-1.23625000e-10,6.08148438e-03
-1.21625000e-10,6.09476563e-03
-1.19625000e-10,6.14789063e-03
-1.17625000e-10,6.21031250e-03
-1.15625000e-10,6.23953125e-03
-1.13625000e-10,6.30062500e-03
-1.11625000e-10,6.32187500e-03
-1.09625000e-10,6.36437500e-03
-1.07625000e-10,6.42546875e-03
-1.05625000e-10,6.44937500e-03
-1.03625000e-10,6.52507813e-03
-1.01625000e-10,6.57820313e-03
-9.96250000e-11,6.62335938e-03
-9.76250000e-11,6.61007813e-03
-9.56250000e-11,6.68312500e-03
-9.36250000e-11,6.71898438e-03
-9.16250000e-11,6.76281250e-03
-8.96250000e-11,6.83718750e-03
-8.76250000e-11,6.87304688e-03
-8.56250000e-11,6.91687500e-03
-8.36250000e-11,6.96734375e-03
-8.16250000e-11,6.99257813e-03
-7.96250000e-11,7.05234375e-03
-7.76250000e-11,7.12539063e-03
-7.56250000e-11,7.16257813e-03
-7.36250000e-11,7.23296875e-03
-7.16250000e-11,7.26882813e-03
-6.96250000e-11,7.32726563e-03
-6.76250000e-11,7.40031250e-03
-6.56250000e-11,7.43750000e-03
-6.36250000e-11,7.52648438e-03
-6.16250000e-11,7.59421875e-03
-5.96250000e-11,7.65531250e-03
-5.76250000e-11,7.66195313e-03
-5.56250000e-11,7.74562500e-03
-5.36250000e-11,7.80273438e-03
-5.16250000e-11,7.86250000e-03
-4.96250000e-11,7.95812500e-03
-4.76250000e-11,8.01257813e-03
-4.56250000e-11,8.08164063e-03
-4.36250000e-11,8.15203125e-03
-4.16250000e-11,8.20515625e-03
-3.96250000e-11,8.28484375e-03
-3.76250000e-11,8.38046875e-03
-3.56250000e-11,8.44156250e-03
-3.36250000e-11,8.53453125e-03
-3.16250000e-11,8.60359375e-03
-2.96250000e-11,8.69257813e-03
-2.76250000e-11,8.79351563e-03
-2.56250000e-11,8.86125000e-03
-2.36250000e-11,8.98078125e-03
-2.16250000e-11,9.08039063e-03
-1.96250000e-11,9.17468750e-03
-1.76250000e-11,9.22382813e-03
-1.56250000e-11,9.33406250e-03
-1.36250000e-11,9.43234375e-03
-1.16250000e-11,9.52929688e-03
-9.62500000e-12,9.66343750e-03
-7.62500000e-12,9.75906250e-03
-5.62500000e-12,9.87593750e-03
-3.62500000e-12,9.99015625e-03
-1.62500000e-12,1.00924219e-02
3.75000000e-13,1.02146094e-02
2.37500000e-12,1.03553906e-02
4.37500000e-12,1.04656250e-02
6.37500000e-12,1.06024219e-02
8.37500000e-12,1.07312500e-02
1.03750000e-11,1.08733594e-02
1.23750000e-11,1.10260938e-02
1.43750000e-11,1.11496094e-02
1.63750000e-11,1.13235938e-02
1.83750000e-11,1.14829688e-02
2.03750000e-11,1.16383594e-02
2.23750000e-11,1.17565625e-02
2.43750000e-11,1.19225781e-02
2.63750000e-11,1.20859375e-02
2.83750000e-11,1.22479688e-02
3.03750000e-11,1.24458594e-02
3.23750000e-11,1.26118750e-02
3.43750000e-11,1.28031250e-02
3.63750000e-11,1.29877344e-02
3.83750000e-11,1.31670313e-02
4.03750000e-11,1.33609375e-02
4.23750000e-11,1.35747656e-02
4.43750000e-11,1.37646875e-02
4.63750000e-11,1.39718750e-02
4.83750000e-11,1.41870313e-02
5.03750000e-11,1.44101563e-02
5.23750000e-11,1.46399219e-02
5.43750000e-11,1.48471094e-02
5.63750000e-11,1.51034375e-02
5.83750000e-11,1.53464844e-02
6.03750000e-11,1.55921875e-02
6.23750000e-11,1.58060156e-02
6.43750000e-11,1.60557031e-02
6.63750000e-11,1.63053906e-02
6.83750000e-11,1.65617188e-02
7.03750000e-11,1.68432813e-02
