Time(s),CH1V,CH2V,CH3V
-2.000000e-06,3.253333e-04,2.972800e-02,-2.800000e-04
-1.980000e-06,-4.160000e-04,2.948800e-02,-2.800000e-04
-1.960000e-06,-1.973333e-04,3.040533e-02,1.466667e-04
-1.940000e-06,-1.546667e-04,2.935733e-02,-2.800000e-04
-1.920000e-06,-8.506667e-04,2.929200e-02,1.466667e-04
-1.900000e-06,-5.040000e-04,2.959733e-02,-2.800000e-04
-1.880000e-06,-4.586667e-04,3.003467e-02,-7.066667e-04
-1.860000e-06,-5.040000e-04,2.948800e-02,-4.933333e-04
-1.840000e-06,-2.426667e-04,2.996933e-02,-7.066667e-04
-1.820000e-06,-8.506667e-04,2.955333e-02,-9.333334e-04
-1.800000e-06,-3.733333e-04,2.913867e-02,-2.800000e-04
-1.780000e-06,-4.160000e-04,2.946667e-02,1.466667e-04
-1.760000e-06,-4.160000e-04,2.979467e-02,-9.333334e-04
-1.740000e-06,-8.080000e-04,2.992533e-02,-2.800000e-04
-1.720000e-06,-6.666667e-05,2.944533e-02,-4.933333e-04
-1.700000e-06,-7.200000e-04,2.968533e-02,1.013333e-03
-1.680000e-06,-6.346666e-04,2.986000e-02,-1.360000e-03
-1.660000e-06,-1.157333e-03,2.986000e-02,5.733334e-04
-1.640000e-06,-5.040000e-04,3.001200e-02,-9.333334e-04
-1.620000e-06,-7.653334e-04,2.953200e-02,3.600000e-04
-1.600000e-06,-1.288000e-03,2.994667e-02,-9.333334e-04
-1.580000e-06,-3.733333e-04,2.981600e-02,5.733334e-04
-1.560000e-06,1.866667e-05,2.981600e-02,-7.066667e-04
-1.540000e-06,-1.069333e-03,2.979467e-02,1.466667e-04
-1.520000e-06,3.253333e-04,2.940133e-02,-2.800000e-04
-1.500000e-06,-1.973333e-04,2.909600e-02,-4.933333e-04
-1.480000e-06,-8.506667e-04,2.990267e-02,1.466667e-04
-1.460000e-06,-6.773333e-04,2.957600e-02,-9.333334e-04
-1.440000e-06,1.493333e-04,2.992533e-02,-6.666667e-05
-1.420000e-06,-3.733333e-04,2.953200e-02,-9.333334e-04
-1.400000e-06,-8.960000e-04,2.966267e-02,1.466667e-04
-1.380000e-06,-3.733333e-04,2.962000e-02,-1.146667e-03
-1.360000e-06,-4.160000e-04,2.916133e-02,3.600000e-04
-1.340000e-06,-8.960000e-04,2.946667e-02,-9.333334e-04
-1.320000e-06,-1.026667e-03,2.948800e-02,-2.800000e-04
-1.300000e-06,-5.893334e-04,3.001200e-02,-9.333334e-04
-1.280000e-06,-1.973333e-04,3.007733e-02,-2.800000e-04
-1.260000e-06,-4.160000e-04,2.964133e-02,-1.146667e-03
-1.240000e-06,-3.733333e-04,2.975067e-02,1.466667e-04
-1.220000e-06,-1.120000e-04,3.023067e-02,3.600000e-04
-1.200000e-06,-7.200000e-04,2.953200e-02,-9.333334e-04
-1.180000e-06,-6.773333e-04,2.933600e-02,-4.933333e-04
-1.160000e-06,-4.586667e-04,2.975067e-02,7.866666e-04
-1.140000e-06,-8.506667e-04,3.001200e-02,-6.666667e-05
-1.120000e-06,-1.546667e-04,2.957600e-02,-1.360000e-03
-1.100000e-06,-5.466667e-04,2.986000e-02,-4.933333e-04
-1.080000e-06,-3.733333e-04,2.988133e-02,1.466667e-04
-1.060000e-06,-1.973333e-04,3.034000e-02,-2.800000e-04
-1.040000e-06,-3.733333e-04,2.979467e-02,-6.666667e-05
-1.020000e-06,-7.200000e-04,2.996933e-02,-6.666667e-05
-1.000000e-06,-7.200000e-04,2.983733e-02,-1.360000e-03
-9.800000e-07,-6.346666e-04,2.959733e-02,-2.800000e-04
-9.600000e-07,-5.893334e-04,2.983733e-02,-2.800000e-04
-9.400000e-07,-3.280000e-04,2.944533e-02,-7.066667e-04
-9.200000e-07,-5.893334e-04,2.996933e-02,1.466667e-04
-9.000000e-07,-9.386666e-04,2.937867e-02,-6.666667e-05
-8.800000e-07,-5.040000e-04,3.018667e-02,3.600000e-04
-8.600000e-07,-1.973333e-04,2.935733e-02,1.466667e-04
-8.400000e-07,-3.733333e-04,3.038400e-02,7.866666e-04
-8.200000e-07,-1.546667e-04,3.018667e-02,-6.666667e-05
-8.000000e-07,-3.280000e-04,2.920400e-02,3.600000e-04
-7.800000e-07,-8.506667e-04,3.001200e-02,1.466667e-04
-7.600000e-07,-7.200000e-04,2.966267e-02,3.600000e-04
-7.400000e-07,-1.242667e-03,2.996933e-02,1.466667e-04
-7.200000e-07,-5.040000e-04,2.924800e-02,1.466667e-04
-7.000000e-07,-5.893334e-04,2.972800e-02,1.466667e-04
-6.800000e-07,-4.160000e-04,3.023067e-02,-4.933333e-04
-6.600000e-07,1.866667e-05,2.959733e-02,-9.333334e-04
-6.400000e-07,-6.666667e-05,2.990267e-02,1.466667e-04
-6.200000e-07,-4.160000e-04,3.007733e-02,3.600000e-04
-6.000000e-07,-6.666667e-05,3.003467e-02,-6.666667e-05
-5.800000e-07,-4.160000e-04,2.968533e-02,-2.800000e-04
-5.600000e-07,3.680000e-04,2.964133e-02,-2.800000e-04
-5.400000e-07,-5.040000e-04,2.975067e-02,1.466667e-04
-5.200000e-07,-1.546667e-04,2.931333e-02,-2.800000e-04
-5.000000e-07,-1.973333e-04,2.966267e-02,-7.066667e-04
-4.800000e-07,-4.586667e-04,2.979467e-02,-6.666667e-05
-4.600000e-07,-8.080000e-04,2.927067e-02,1.226667e-03
-4.400000e-07,-1.973333e-04,2.992533e-02,3.600000e-04
-4.200000e-07,-6.666667e-05,2.968533e-02,-2.800000e-04
-4.000000e-07,-2.853333e-04,2.977200e-02,-2.800000e-04
-3.800000e-07,-2.853333e-04,2.996933e-02,7.866666e-04
-3.600000e-07,-1.026667e-03,2.946667e-02,1.440000e-03
-3.400000e-07,-6.666667e-05,2.975067e-02,-6.666667e-05
-3.200000e-07,-7.200000e-04,2.979467e-02,-7.066667e-04
-3.000000e-07,-7.200000e-04,3.001200e-02,-2.800000e-04
-2.800000e-07,-7.200000e-04,2.946667e-02,1.466667e-04
-2.600000e-07,-1.112000e-03,2.964133e-02,-9.333334e-04
-2.400000e-07,-4.160000e-04,2.942267e-02,-7.066667e-04
-2.200000e-07,-1.973333e-04,3.016533e-02,1.466667e-04
-2.000000e-07,-6.666667e-05,2.948800e-02,1.466667e-04
-1.800000e-07,-4.160000e-04,2.933600e-02,3.600000e-04
-1.600000e-07,-5.893334e-04,3.055867e-02,3.600000e-04
-1.400000e-07,-2.853333e-04,2.948800e-02,3.600000e-04
-1.200000e-07,-2.426667e-04,2.972800e-02,-2.800000e-04
-1.000000e-07,-5.040000e-04,2.942267e-02,3.600000e-04
-8.000000e-08,2.800000e-04,3.027467e-02,3.600000e-04
-6.000000e-08,-9.386666e-04,2.951067e-02,1.440000e-03
-4.000000e-08,-1.973333e-04,2.957600e-02,1.466667e-04
-2.000000e-08,-1.546667e-04,2.931333e-02,1.466667e-04
9.727644e-22,8.026666e-04,2.944533e-02,1.466667e-04
2.000000e-08,-1.546667e-04,3.020933e-02,1.866667e-03
4.000000e-08,-2.426667e-04,2.992533e-02,-1.360000e-03
6.000000e-08,-5.893334e-04,2.951067e-02,5.733334e-04
8.000000e-08,-1.973333e-04,2.972800e-02,1.013333e-03
1.000000e-07,-8.080000e-04,2.937867e-02,7.866666e-04
1.200000e-07,-5.893334e-04,2.931333e-02,-7.066667e-04
1.400000e-07,1.066667e-04,2.942267e-02,-7.066667e-04
1.600000e-07,-3.733333e-04,2.920400e-02,1.466667e-04
1.800000e-07,6.400000e-05,2.894267e-02,-9.333334e-04
2.000000e-07,1.866667e-05,2.957600e-02,-9.333334e-04
2.200000e-07,-4.160000e-04,2.946667e-02,-4.933333e-04
2.400000e-07,-5.893334e-04,2.946667e-02,-9.333334e-04
2.600000e-07,-7.653334e-04,2.953200e-02,-9.333334e-04
2.800000e-07,-1.373333e-03,2.953200e-02,7.866666e-04
3.000000e-07,2.800000e-04,2.909600e-02,-7.066667e-04
3.200000e-07,-4.160000e-04,2.889867e-02,1.466667e-04
3.400000e-07,-1.546667e-04,2.937867e-02,-6.666667e-05
3.600000e-07,-6.773333e-04,2.927067e-02,-6.666667e-05
3.800000e-07,-1.120000e-04,2.937867e-02,-2.800000e-04
4.000000e-07,-4.160000e-04,2.944533e-02,-2.800000e-04
4.200000e-07,-1.069333e-03,2.953200e-02,3.600000e-04
4.400000e-07,-2.853333e-04,2.962000e-02,-7.066667e-04
4.600000e-07,-6.773333e-04,2.955333e-02,-6.666667e-05
4.800000e-07,-4.586667e-04,2.968533e-02,3.600000e-04
5.000000e-07,-2.853333e-04,2.902933e-02,1.466667e-04
5.200000e-07,1.866667e-05,2.935733e-02,1.466667e-04
