Time(s),CH1V,CH2V,CH3V
-2.000000e-06,-5.453333e-03,2.475640e-02,3.600000e-03
-1.980000e-06,-3.960000e-03,2.456170e-02,-2.106667e-03
-1.960000e-06,-4.173333e-03,2.456170e-02,2.186667e-03
-1.940000e-06,-6.520000e-03,2.426906e-02,4.560000e-03
-1.920000e-06,-4.386667e-03,2.436582e-02,-2.106667e-03
-1.900000e-06,-5.240000e-03,2.424900e-02,-3.520000e-03
-1.880000e-06,-4.600000e-03,2.380060e-02,-4.960000e-03
-1.860000e-06,-4.600000e-03,2.471746e-02,1.706667e-03
-1.840000e-06,-4.600000e-03,2.461952e-02,3.600000e-03
-1.820000e-06,-4.386667e-03,2.452276e-02,-1.146667e-03
-1.800000e-06,-5.453333e-03,2.500892e-02,-2.106667e-03
-1.780000e-06,-5.453333e-03,2.430800e-02,7.466667e-04
-1.760000e-06,-3.960000e-03,2.374278e-02,-2.106667e-03
-1.740000e-06,-4.813334e-03,2.432688e-02,5.493333e-03
-1.720000e-06,-3.960000e-03,2.465846e-02,2.640000e-03
-1.700000e-06,-4.173333e-03,2.442482e-02,5.973333e-03
-1.680000e-06,-4.173333e-03,2.395754e-02,-3.520000e-03
-1.660000e-06,-4.600000e-03,2.477528e-02,-1.626667e-03
-1.640000e-06,-5.453333e-03,2.475640e-02,1.226667e-03
-1.620000e-06,-3.106667e-03,2.450270e-02,3.600000e-03
-1.600000e-06,-3.320000e-03,2.403542e-02,6.933333e-03
-1.580000e-06,-5.880000e-03,2.436582e-02,-4.000000e-03
-1.560000e-06,-4.600000e-03,2.409324e-02,7.466667e-04
-1.540000e-06,-5.453333e-03,2.430800e-02,1.226667e-03
-1.520000e-06,-6.306667e-03,2.489210e-02,-6.666667e-04
-1.500000e-06,-5.026666e-03,2.426906e-02,-3.040000e-03
-1.480000e-06,-4.173333e-03,2.483428e-02,7.466667e-04
-1.460000e-06,-4.600000e-03,2.444370e-02,-3.520000e-03
-1.440000e-06,-5.666667e-03,2.463958e-02,7.466667e-04
-1.420000e-06,-5.026666e-03,2.452276e-02,-3.040000e-03
-1.400000e-06,-5.026666e-03,2.397642e-02,1.706667e-03
-1.380000e-06,-4.386667e-03,2.469740e-02,-2.586667e-03
-1.360000e-06,-5.453333e-03,2.391860e-02,-4.480000e-03
-1.340000e-06,-5.880000e-03,2.485316e-02,5.493333e-03
-1.320000e-06,-3.960000e-03,2.442482e-02,-1.866667e-04
-1.300000e-06,-4.600000e-03,2.407436e-02,3.600000e-03
-1.280000e-06,-4.173333e-03,2.424900e-02,1.226667e-03
-1.260000e-06,-4.600000e-03,2.481422e-02,-5.413333e-03
-1.240000e-06,-4.386667e-03,2.471746e-02,1.706667e-03
-1.220000e-06,-3.533333e-03,2.413218e-02,-5.413333e-03
-1.200000e-06,-4.600000e-03,2.407436e-02,-4.960000e-03
-1.180000e-06,-5.240000e-03,2.440476e-02,5.493333e-03
-1.160000e-06,-5.666667e-03,2.382066e-02,-2.586667e-03
-1.140000e-06,-5.026666e-03,2.393748e-02,5.013333e-03
