Time(s),CH1V,CH2V,CH3V
-2.970000e-06,5.026667e-04,2.995034e-02,3.520000e-04
-2.959000e-06,6.840000e-04,3.047381e-02,8.533333e-04
-2.948000e-06,7.133333e-04,3.038120e-02,-2.960000e-04
-2.937000e-06,4.786667e-04,2.982954e-02,6.080000e-04
-2.926000e-06,7.026666e-04,2.989397e-02,-2.560000e-04
-2.915000e-06,8.333334e-04,3.041744e-02,1.064000e-03
-2.904000e-06,6.946666e-04,2.885106e-02,-6.666667e-05
-2.893000e-06,6.053333e-04,3.007920e-02,8.906667e-04
-2.882000e-06,5.026667e-04,2.969666e-02,3.466667e-04
-2.871000e-06,6.733334e-04,2.964029e-02,1.010667e-03
-2.860000e-06,3.973333e-04,2.900408e-02,3.786667e-04
-2.849000e-06,6.573334e-04,3.005101e-02,1.152000e-03
-2.838000e-06,4.573333e-04,3.037314e-02,8.480000e-04
-2.827000e-06,3.440000e-04,3.003491e-02,9.226667e-04
-2.816000e-06,4.226667e-04,2.937856e-02,3.200000e-05
-2.805000e-06,6.573334e-04,3.033288e-02,8.906667e-04
-2.794000e-06,7.653334e-04,2.985773e-02,4.720000e-04
-2.783000e-06,1.386667e-04,3.048589e-02,1.608000e-03
-2.772000e-06,4.973334e-04,2.910475e-02,3.786667e-04
-2.761000e-06,6.200000e-04,3.078386e-02,1.482667e-03
-2.750000e-06,4.866667e-04,2.978122e-02,5.466667e-04
-2.739000e-06,4.973334e-04,2.989397e-02,1.016000e-03
-2.728000e-06,4.386667e-04,2.958392e-02,7.706666e-04
-2.717000e-06,6.306667e-04,3.015571e-02,1.112000e-03
-2.706000e-06,5.253333e-04,2.967653e-02,6.933333e-04
-2.695000e-06,3.493333e-04,2.945104e-02,5.146667e-04
-2.684000e-06,3.760000e-04,2.933024e-02,5.360000e-04
-2.673000e-06,4.466667e-04,3.035301e-02,8.346667e-04
-2.662000e-06,5.893334e-04,2.925776e-02,5.760000e-04
-2.651000e-06,5.946667e-04,2.980941e-02,1.336000e-03
-2.640000e-06,7.706666e-04,2.949936e-02,6.826667e-04
-2.629000e-06,7.106666e-04,3.053824e-02,1.520000e-04
-2.618000e-06,7.280000e-04,2.974498e-02,1.080000e-03
-2.607000e-06,5.253333e-04,2.945104e-02,8.906667e-04
-2.596000e-06,5.253333e-04,2.993826e-02,1.840000e-04
-2.585000e-06,4.680000e-04,3.048589e-02,2.160000e-04
-2.574000e-06,6.173333e-04,2.975304e-02,1.000000e-03
-2.563000e-06,5.066667e-04,2.983760e-02,9.653333e-04
-2.552000e-06,6.813334e-04,2.912488e-02,1.288000e-03
-2.541000e-06,6.733334e-04,3.055032e-02,3.893333e-04
-2.530000e-06,4.760000e-04,2.981746e-02,9.440000e-04
-2.519000e-06,5.973333e-04,2.976109e-02,1.184000e-03
