Time(s),CH1V,CH2V,CH3V
-5.200000e-07,-1.826667e-03,3.060133e-02,1.706667e-03
-5.150000e-07,-2.253333e-03,3.064533e-02,-4.480000e-03
-5.100000e-07,-3.960000e-03,3.016533e-02,6.453333e-03
-5.050000e-07,-2.466667e-03,2.983733e-02,-6.666667e-04
-5.000000e-07,-1.613333e-03,3.012133e-02,-4.480000e-03
-4.950000e-07,-2.893333e-03,2.988133e-02,-4.960000e-03
-4.900000e-07,-5.026666e-03,3.007733e-02,-7.786667e-03
-4.850000e-07,-3.533333e-03,3.020933e-02,7.466667e-04
-4.800000e-07,-1.826667e-03,3.027467e-02,-6.373333e-03
-4.750000e-07,-1.400000e-03,3.029600e-02,2.666667e-04
-4.700000e-07,-5.453333e-03,2.979467e-02,1.706667e-03
-4.650000e-07,-2.466667e-03,3.012133e-02,-1.626667e-03
-4.600000e-07,-7.600000e-04,3.012133e-02,-9.706667e-03
-4.550000e-07,-3.960000e-03,3.007733e-02,-8.266667e-03
-4.500000e-07,-6.093333e-03,2.979467e-02,1.226667e-03
-4.450000e-07,-1.186667e-03,3.090800e-02,-1.146667e-03
-4.400000e-07,-2.253333e-03,2.990267e-02,-8.746667e-03
-4.350000e-07,-1.186667e-03,3.049333e-02,-7.786667e-03
-4.300000e-07,-4.173333e-03,3.042667e-02,1.226667e-03
-4.250000e-07,-3.320000e-03,3.053600e-02,2.186667e-03
-4.200000e-07,-2.893333e-03,3.036133e-02,-2.106667e-03
-4.150000e-07,-2.253333e-03,3.053600e-02,-1.146667e-03
-4.100000e-07,-4.173333e-03,3.044933e-02,-2.586667e-03
-4.050000e-07,-1.826667e-03,2.979467e-02,4.560000e-03
-4.000000e-07,-1.826667e-03,3.012133e-02,-4.000000e-03
-3.950000e-07,-7.600000e-04,2.994667e-02,-9.226667e-03
-3.900000e-07,-3.960000e-03,2.996933e-02,-2.106667e-03
-3.850000e-07,-1.826667e-03,3.034000e-02,-4.480000e-03
-3.800000e-07,-2.253333e-03,2.922667e-02,-7.333333e-03
-3.750000e-07,-2.253333e-03,3.025200e-02,-4.480000e-03
-3.700000e-07,-3.960000e-03,2.975067e-02,8.346667e-03
-3.650000e-07,-2.893333e-03,3.020933e-02,8.346667e-03
-3.600000e-07,-1.613333e-03,3.020933e-02,-2.106667e-03
-3.550000e-07,-1.826667e-03,3.001200e-02,-3.040000e-03
-3.500000e-07,-4.600000e-03,3.018667e-02,-3.040000e-03
-3.450000e-07,-2.466667e-03,3.020933e-02,-1.626667e-03
-3.400000e-07,-1.613333e-03,3.034000e-02,-5.893333e-03
-3.350000e-07,-3.533333e-03,3.012133e-02,-5.893333e-03
-3.300000e-07,-3.746667e-03,3.018667e-02,-6.853333e-03
-3.250000e-07,-3.746667e-03,3.001200e-02,6.933333e-03
-3.200000e-07,-2.040000e-03,2.975067e-02,-3.520000e-03
-3.150000e-07,-2.040000e-03,3.016533e-02,2.666667e-04
-3.100000e-07,-4.600000e-03,2.983733e-02,-3.520000e-03
-3.050000e-07,-3.320000e-03,3.051467e-02,2.186667e-03
-3.000000e-07,-1.613333e-03,3.036133e-02,-9.226667e-03
-2.950000e-07,-2.466667e-03,3.066800e-02,-4.480000e-03
-2.900000e-07,-5.453333e-03,3.053600e-02,2.640000e-03
-2.850000e-07,-4.813334e-03,3.084267e-02,-4.480000e-03
-2.800000e-07,-2.253333e-03,3.023067e-02,-6.853333e-03
-2.750000e-07,-1.400000e-03,3.053600e-02,-4.480000e-03
