Time(s),CH1V,CH2V,CH3V
-3.232000e-06,-2.040000e-03,2.495110e-02,-8.746667e-03
-3.200000e-06,-2.040000e-03,2.483428e-02,2.666667e-05
-3.168000e-06,-1.453333e-03,2.490508e-02,-9.706667e-03
-3.136000e-06,-2.066667e-03,2.477528e-02,1.093333e-03
-3.104000e-06,-1.453333e-03,2.515996e-02,-5.893333e-03
-3.072000e-06,-2.600000e-03,2.499476e-02,-1.224000e-02
-3.040000e-06,-2.093333e-03,2.497234e-02,-1.018667e-02
-3.008000e-06,-2.333333e-03,2.475876e-02,-1.040000e-02
-2.976000e-06,-3.186667e-03,2.453692e-02,-6.506667e-03
-2.944000e-06,-1.853333e-03,2.515760e-02,-2.986667e-03
-2.912000e-06,-2.493333e-03,2.489446e-02,-4.053333e-03
-2.880000e-06,-3.000000e-03,2.479062e-02,-6.266667e-03
-2.848000e-06,-2.360000e-03,2.464666e-02,-8.346667e-03
-2.816000e-06,-2.600000e-03,2.482484e-02,-8.800000e-03
-2.784000e-06,-2.893333e-03,2.485552e-02,-6.373333e-03
-2.752000e-06,-2.520000e-03,2.474578e-02,-1.200000e-03
-2.720000e-06,-2.626667e-03,2.493694e-02,-8.453334e-03
-2.688000e-06,-3.026667e-03,2.452276e-02,-4.106666e-03
-2.656000e-06,-2.600000e-03,2.510214e-02,-9.760000e-03
-2.624000e-06,-2.573333e-03,2.517530e-02,-1.093333e-03
-2.592000e-06,-1.826667e-03,2.448854e-02,-2.693333e-03
-2.560000e-06,-1.506667e-03,2.469740e-02,-3.040000e-03
-2.528000e-06,-2.600000e-03,2.499004e-02,-2.933333e-03
-2.496000e-06,-2.733333e-03,2.482956e-02,-1.146667e-03
-2.464000e-06,-2.200000e-03,2.482956e-02,-8.453334e-03
-2.432000e-06,-3.400000e-03,2.469976e-02,2.666667e-05
-2.400000e-06,-1.053333e-03,2.462424e-02,-4.293333e-03
-2.368000e-06,-1.880000e-03,2.464902e-02,-5.546667e-03
-2.336000e-06,-3.133333e-03,2.469268e-02,-1.200000e-03
-2.304000e-06,-2.680000e-03,2.471274e-02,-2.346667e-03
-2.272000e-06,-8.666667e-04,2.466082e-02,-5.600000e-03
-2.240000e-06,-2.600000e-03,2.519890e-02,-3.280000e-03
-2.208000e-06,-3.000000e-03,2.474106e-02,-8.106667e-03
-2.176000e-06,-2.146667e-03,2.447792e-02,-3.813333e-03
-2.144000e-06,-3.000000e-03,2.475404e-02,-4.960000e-03
-2.112000e-06,-2.226667e-03,2.451450e-02,-3.280000e-03
-2.080000e-06,-1.453333e-03,2.488266e-02,-6.133333e-03
-2.048000e-06,-2.626667e-03,2.510450e-02,-5.253333e-03
-2.016000e-06,-1.800000e-03,2.478236e-02,-3.120000e-03
-1.984000e-06,-2.600000e-03,2.460300e-02,-1.058667e-02
-1.952000e-06,-3.026667e-03,2.471982e-02,-6.560000e-03
-1.920000e-06,-2.706667e-03,2.463958e-02,-3.573333e-03
