Time(s),CH1V,CH2V,CH3V
-5.200000e-07,-1.826667e-03,2.847812e-02,-8.266667e-03
-5.150000e-07,-1.826667e-03,2.982332e-02,-7.333333e-03
-5.100000e-07,-2.466667e-03,2.980326e-02,-7.786667e-03
-5.050000e-07,-4.386667e-03,2.863388e-02,6.933333e-03
-5.000000e-07,-2.680000e-03,2.958968e-02,-1.146667e-03
-4.950000e-07,-1.826667e-03,2.914128e-02,-5.893333e-03
-4.900000e-07,-2.466667e-03,2.921916e-02,5.493333e-03
-4.850000e-07,-3.533333e-03,2.953068e-02,-1.626667e-03
-4.800000e-07,-3.320000e-03,2.955074e-02,-3.040000e-03
-4.750000e-07,-2.040000e-03,2.937492e-02,-6.853333e-03
-4.700000e-07,-1.400000e-03,2.840024e-02,-1.866667e-04
-4.650000e-07,-5.453333e-03,2.918022e-02,7.466667e-04
-4.600000e-07,-2.893333e-03,2.923804e-02,3.120000e-03
-4.550000e-07,-1.186667e-03,2.859494e-02,1.226667e-03
-4.500000e-07,-2.466667e-03,2.908228e-02,-9.706667e-03
-4.450000e-07,-5.026666e-03,2.867282e-02,-4.480000e-03
-4.400000e-07,-2.040000e-03,2.929704e-02,9.306666e-03
-4.350000e-07,-7.600000e-04,2.904334e-02,-7.333333e-03
-4.300000e-07,-2.893333e-03,2.943274e-02,-1.866667e-04
-4.250000e-07,-4.173333e-03,2.882976e-02,5.013333e-03
-4.200000e-07,-3.960000e-03,2.914128e-02,-6.853333e-03
-4.150000e-07,-1.186667e-03,2.906340e-02,-1.064000e-02
-4.100000e-07,-2.466667e-03,2.923804e-02,-6.666667e-04
-4.050000e-07,-5.026666e-03,2.943274e-02,-6.666667e-04
-4.000000e-07,-1.826667e-03,2.970650e-02,9.306666e-03
-3.950000e-07,-1.613333e-03,2.878964e-02,-3.520000e-03
-3.900000e-07,-3.746667e-03,2.904334e-02,-2.106667e-03
-3.850000e-07,-4.813334e-03,2.912122e-02,-3.520000e-03
-3.800000e-07,-3.746667e-03,2.958968e-02,4.080000e-03
-3.750000e-07,-2.680000e-03,2.945280e-02,-1.018667e-02
-3.700000e-07,-2.466667e-03,2.878964e-02,-7.333333e-03
-3.650000e-07,-4.386667e-03,2.894658e-02,-3.520000e-03
-3.600000e-07,-2.466667e-03,2.943274e-02,2.186667e-03
-3.550000e-07,-2.893333e-03,2.906340e-02,-9.706667e-03
-3.500000e-07,-1.613333e-03,2.953068e-02,-1.146667e-03
-3.450000e-07,-5.666667e-03,2.908228e-02,-4.480000e-03
-3.400000e-07,-1.826667e-03,2.902446e-02,4.560000e-03
-3.350000e-07,-2.466667e-03,2.912122e-02,-1.256000e-02
-3.300000e-07,-2.253333e-03,2.951180e-02,7.466667e-04
-3.250000e-07,-3.746667e-03,2.937492e-02,7.466667e-04
-3.200000e-07,-3.533333e-03,2.972538e-02,3.120000e-03
-3.150000e-07,-1.186667e-03,2.882976e-02,-8.746667e-03
-3.100000e-07,-2.466667e-03,2.880970e-02,-4.960000e-03
-3.050000e-07,-5.666667e-03,2.892652e-02,-2.106667e-03
-3.000000e-07,-2.253333e-03,2.896546e-02,-1.866667e-04
-2.950000e-07,-7.600000e-04,2.875070e-02,-3.520000e-03
-2.900000e-07,-2.253333e-03,2.902446e-02,-1.866667e-04
-2.850000e-07,-3.533333e-03,2.898552e-02,-3.040000e-03
-2.800000e-07,-2.253333e-03,2.943274e-02,-1.626667e-03
-2.750000e-07,-2.680000e-03,2.886870e-02,-3.520000e-03
-2.700000e-07,-2.253333e-03,2.960856e-02,-6.666667e-04
-2.650000e-07,-5.880000e-03,2.912122e-02,1.706667e-03
-2.600000e-07,-3.746667e-03,2.943274e-02,3.600000e-03
