Time(s),CH1V,CH2V,CH3V
-5.200000e-07,-3.960000e-03,3.023278e-02,-5.413333e-03
-5.150000e-07,-3.320000e-03,3.029060e-02,-2.106667e-03
-5.100000e-07,-2.040000e-03,2.956962e-02,-4.480000e-03
-5.050000e-07,-2.466667e-03,3.029060e-02,-7.333333e-03
-5.000000e-07,-5.026666e-03,2.980326e-02,-6.666667e-04
-4.950000e-07,-2.893333e-03,3.031066e-02,6.933333e-03
-4.900000e-07,-9.733333e-04,3.009590e-02,-4.480000e-03
-4.850000e-07,-3.106667e-03,3.068000e-02,-3.040000e-03
-4.800000e-07,-4.813334e-03,3.064106e-02,-6.373333e-03
-4.750000e-07,-2.680000e-03,2.984220e-02,2.186667e-03
-4.700000e-07,-2.893333e-03,2.997908e-02,-5.893333e-03
-4.650000e-07,-3.320000e-03,2.988114e-02,-7.333333e-03
-4.600000e-07,-4.813334e-03,2.999796e-02,3.120000e-03
-4.550000e-07,-2.680000e-03,3.058324e-02,5.973333e-03
-4.500000e-07,-1.826667e-03,2.902446e-02,-9.706667e-03
-4.450000e-07,-1.826667e-03,3.027172e-02,-3.040000e-03
-4.400000e-07,-5.026666e-03,2.999796e-02,2.640000e-03
-4.350000e-07,-3.746667e-03,2.990120e-02,1.226667e-03
-4.300000e-07,-1.826667e-03,2.953068e-02,2.666667e-04
-4.250000e-07,-2.466667e-03,2.988114e-02,4.080000e-03
-4.200000e-07,-4.386667e-03,2.982332e-02,-2.586667e-03
-4.150000e-07,-4.600000e-03,3.038854e-02,-5.413333e-03
-4.100000e-07,-2.680000e-03,2.986226e-02,-1.112000e-02
-4.050000e-07,-2.253333e-03,3.027172e-02,2.666667e-04
-4.000000e-07,-4.386667e-03,2.995902e-02,-5.893333e-03
-3.950000e-07,-3.106667e-03,3.062218e-02,-6.666667e-04
-3.900000e-07,-2.893333e-03,3.046642e-02,-4.480000e-03
-3.850000e-07,-7.600000e-04,3.025166e-02,-3.520000e-03
-3.800000e-07,-6.093333e-03,3.027172e-02,-7.333333e-03
-3.750000e-07,-2.893333e-03,3.064106e-02,3.600000e-03
-3.700000e-07,-2.253333e-03,3.046642e-02,-1.160000e-02
-3.650000e-07,-2.040000e-03,3.032954e-02,6.453333e-03
-3.600000e-07,-5.453333e-03,2.990120e-02,-3.040000e-03
-3.550000e-07,-2.680000e-03,3.068000e-02,3.120000e-03
-3.500000e-07,-2.040000e-03,3.031066e-02,-6.853333e-03
-3.450000e-07,-1.826667e-03,3.042748e-02,-6.853333e-03
-3.400000e-07,-5.880000e-03,3.015490e-02,-3.040000e-03
-3.350000e-07,-3.320000e-03,3.077794e-02,-2.586667e-03
-3.300000e-07,-1.826667e-03,3.032954e-02,-1.301333e-02
-3.250000e-07,-2.893333e-03,3.042748e-02,-3.520000e-03
-3.200000e-07,-4.600000e-03,3.003690e-02,2.186667e-03
-3.150000e-07,-3.960000e-03,3.017378e-02,-6.666667e-04
-3.100000e-07,-1.826667e-03,3.027172e-02,-6.853333e-03
-3.050000e-07,-3.106667e-03,3.083694e-02,-3.040000e-03
-3.000000e-07,-4.173333e-03,3.025166e-02,3.120000e-03
-2.950000e-07,-3.960000e-03,3.027172e-02,-2.106667e-03
-2.900000e-07,-2.040000e-03,3.029060e-02,-1.493333e-02
-2.850000e-07,-3.960000e-03,2.997908e-02,-6.373333e-03
-2.800000e-07,-4.600000e-03,3.054430e-02,1.706667e-03
-2.750000e-07,-2.466667e-03,3.038854e-02,-1.146667e-03
-2.700000e-07,-1.826667e-03,2.986226e-02,-7.786667e-03
-2.650000e-07,-2.893333e-03,3.048530e-02,-9.226667e-03
-2.600000e-07,-4.600000e-03,3.056318e-02,-3.040000e-03
-2.550000e-07,-3.106667e-03,3.031066e-02,3.120000e-03
-2.500000e-07,-2.680000e-03,3.013484e-02,-3.040000e-03
-2.450000e-07,-2.466667e-03,3.050536e-02,-8.266667e-03
-2.400000e-07,-5.666667e-03,2.962862e-02,3.120000e-03
-2.350000e-07,-4.386667e-03,3.032954e-02,2.666667e-04
-2.300000e-07,-1.613333e-03,2.990120e-02,-1.208000e-02
-2.250000e-07,-3.320000e-03,2.995902e-02,-1.146667e-03
-2.200000e-07,-5.026666e-03,2.995902e-02,-3.520000e-03
-2.150000e-07,-1.186667e-03,3.042748e-02,-1.146667e-03
-2.100000e-07,-7.600000e-04,3.042748e-02,-3.040000e-03
-2.050000e-07,-4.386667e-03,3.001802e-02,-2.106667e-03
-2.000000e-07,-3.533333e-03,2.964750e-02,-1.146667e-03
-1.950000e-07,-3.106667e-03,3.005696e-02,-1.626667e-03
-1.900000e-07,-2.466667e-03,3.050536e-02,-4.960000e-03
-1.850000e-07,-2.466667e-03,3.027172e-02,-1.866667e-04
-1.800000e-07,-5.666667e-03,3.013484e-02,-6.853333e-03
-1.750000e-07,-2.253333e-03,2.982332e-02,4.080000e-03
-1.700000e-07,-2.680000e-03,3.036848e-02,-6.853333e-03
-1.650000e-07,-2.253333e-03,3.023278e-02,-4.480000e-03
-1.600000e-07,-4.813334e-03,3.009590e-02,4.560000e-03
-1.550000e-07,-2.466667e-03,3.056318e-02,3.600000e-03
-1.500000e-07,-2.253333e-03,2.980326e-02,2.640000e-03
-1.450000e-07,-9.733333e-04,3.019384e-02,2.666667e-04
-1.400000e-07,-5.026666e-03,3.029060e-02,-1.146667e-03
-1.350000e-07,-2.040000e-03,2.994014e-02,-4.480000e-03
-1.300000e-07,-2.253333e-03,3.027172e-02,-7.786667e-03
-1.250000e-07,-2.040000e-03,3.021272e-02,-1.018667e-02
-1.200000e-07,-5.240000e-03,3.013484e-02,2.640000e-03
-1.150000e-07,-2.253333e-03,3.050536e-02,-2.106667e-03
-1.100000e-07,-2.680000e-03,3.042748e-02,-1.301333e-02
-1.050000e-07,-1.613333e-03,3.068000e-02,-4.480000e-03
-1.000000e-07,-3.960000e-03,2.999796e-02,2.666667e-04
-9.500000e-08,-3.106667e-03,3.072012e-02,1.226667e-03
-9.000000e-08,-2.893333e-03,3.003690e-02,-1.064000e-02
-8.500000e-08,-1.186667e-03,3.042748e-02,-1.626667e-03
-8.000000e-08,-5.240000e-03,3.019384e-02,7.466667e-04
-7.500000e-08,-2.680000e-03,3.042748e-02,3.120000e-03
-7.000000e-08,-1.826667e-03,3.038854e-02,-2.106667e-03
-6.500000e-08,-2.893333e-03,3.070006e-02,-6.853333e-03
-6.000000e-08,-3.960000e-03,2.995902e-02,-2.106667e-03
-5.500000e-08,-2.680000e-03,3.052424e-02,5.973333e-03
-5.000000e-08,-1.613333e-03,3.062218e-02,-4.960000e-03
-4.500000e-08,-2.680000e-03,3.048530e-02,-4.480000e-03
