Time(s),CH1V,CH2V,CH3V
-3.232000e-06,-2.253333e-03,2.442482e-02,-2.586667e-03
-3.200000e-06,-2.493333e-03,2.471274e-02,-2.586667e-03
-3.168000e-06,-1.960000e-03,2.422068e-02,-5.546667e-03
-3.136000e-06,-2.120000e-03,2.447320e-02,-3.520000e-03
-3.104000e-06,-9.200000e-04,2.519654e-02,-7.626667e-03
-3.072000e-06,-1.933333e-03,2.429620e-02,-7.253333e-03
-3.040000e-06,-1.533333e-03,2.475640e-02,1.866667e-03
-3.008000e-06,-2.226667e-03,2.477764e-02,-8.106667e-03
-2.976000e-06,-2.786667e-03,2.474106e-02,-5.306667e-03
-2.944000e-06,-1.986667e-03,2.425962e-02,-8.213333e-03
-2.912000e-06,-3.240000e-03,2.493694e-02,-4.293333e-03
-2.880000e-06,-3.560000e-03,2.420298e-02,-2.746667e-03
-2.848000e-06,-2.120000e-03,2.485552e-02,-5.600000e-04
-2.816000e-06,-1.986667e-03,2.473634e-02,-8.400000e-03
-2.784000e-06,-2.920000e-03,2.488738e-02,-9.333333e-03
-2.752000e-06,-2.093333e-03,2.444370e-02,-5.120000e-03
-2.720000e-06,-3.320000e-03,2.453692e-02,-3.520000e-03
-2.688000e-06,-2.840000e-03,2.476584e-02,-5.306667e-03
-2.656000e-06,-1.213333e-03,2.475640e-02,-8.213333e-03
-2.624000e-06,-2.120000e-03,2.447084e-02,-3.760000e-03
-2.592000e-06,-1.826667e-03,2.450978e-02,-1.141333e-02
-2.560000e-06,-2.066667e-03,2.463486e-02,-2.640000e-03
-2.528000e-06,-2.493333e-03,2.430328e-02,-5.200000e-03
-2.496000e-06,-3.000000e-03,2.462188e-02,-3.946667e-03
-2.464000e-06,-2.200000e-03,2.481894e-02,-4.293333e-03
-2.432000e-06,-2.306667e-03,2.470684e-02,-3.280000e-03
-2.400000e-06,-2.680000e-03,2.474106e-02,-7.973333e-03
-2.368000e-06,-2.733333e-03,2.444960e-02,-3.120000e-03
-2.336000e-06,-2.893333e-03,2.472454e-02,-5.013333e-03
-2.304000e-06,-2.520000e-03,2.408380e-02,-3.040000e-03
-2.272000e-06,-2.573333e-03,2.456170e-02,4.000000e-04
-2.240000e-06,-3.160000e-03,2.466790e-02,-3.173333e-03
-2.208000e-06,-2.360000e-03,2.411566e-02,-4.533333e-03
-2.176000e-06,-1.613333e-03,2.452512e-02,-5.306667e-03
-2.144000e-06,-1.533333e-03,2.445432e-02,-2.586667e-03
-2.112000e-06,-2.066667e-03,2.448618e-02,-3.413333e-03
-2.080000e-06,-1.933333e-03,2.452748e-02,-1.093333e-03
-2.048000e-06,-2.360000e-03,2.480714e-02,-1.224000e-02
-2.016000e-06,-2.520000e-03,2.455934e-02,-7.440000e-03
-1.984000e-06,-2.066667e-03,2.469504e-02,-5.600000e-03
-1.952000e-06,-3.080000e-03,2.514580e-02,-5.013333e-03
-1.920000e-06,-2.893333e-03,2.447792e-02,-2.213333e-03
-1.888000e-06,-2.013333e-03,2.479770e-02,-8.506667e-03
-1.856000e-06,-1.666667e-03,2.444960e-02,-6.853333e-03
-1.824000e-06,-1.746667e-03,2.491452e-02,-5.120000e-03
-1.792000e-06,-1.720000e-03,2.464902e-02,-3.413333e-03
-1.760000e-06,-3.080000e-03,2.492632e-02,-3.360000e-03
-1.728000e-06,-1.373333e-03,2.469032e-02,-5.946666e-03
-1.696000e-06,-2.760000e-03,2.467616e-02,1.813333e-03
-1.664000e-06,-1.693333e-03,2.480478e-02,-9.280000e-03
-1.632000e-06,-1.533333e-03,2.463486e-02,-3.760000e-03
-1.600000e-06,-1.240000e-03,2.413218e-02,-8.693334e-03
-1.568000e-06,-2.493333e-03,2.500892e-02,-4.586667e-03
-1.536000e-06,-1.960000e-03,2.471510e-02,-9.466667e-03
-1.504000e-06,-2.066667e-03,2.458294e-02,-1.189333e-02
-1.472000e-06,-2.866667e-03,2.439296e-02,-3.226667e-03
-1.440000e-06,-2.520000e-03,2.469504e-02,-6.320000e-03
-1.408000e-06,-1.640000e-03,2.455108e-02,-5.013333e-03
