Model,MSO64
Channel,CH1,,Channel,CH2
Waveform Type,ANALOG,,Waveform Type,ANALOG
Horizontal Units,s,,Horizontal Units,s
Sample Interval,4.00000000e-11,,Sample Interval,4.00000000e-11
Record Length,50000,,Record Length,50000
Zero Index,2999.15625000,,Zero Index,2999.15625000
Vertical Units,V,,Vertical Units,V
,,,,
ANALOG_Thumbnail,,,ANALOG_Thumbnail,

TIME,CH1,CH2
-1.19966250e-07,9.37500000e-06,1.52137500e-02
-1.19926250e-07,-1.31250000e-04,1.51775000e-02
-1.19886250e-07,-1.59375000e-04,1.51725000e-02
-1.19846250e-07,-6.56250000e-05,1.51881250e-02
-1.19806250e-07,1.14843750e-04,1.52081250e-02
-1.19766250e-07,3.25781250e-04,1.52187500e-02
-1.19726250e-07,5.20312500e-04,1.52106250e-02
-1.19686250e-07,6.53906250e-04,1.51881250e-02
-1.19646250e-07,6.82031250e-04,1.51675000e-02
-1.19606250e-07,5.85937500e-04,1.51675000e-02
-1.19566250e-07,4.07812500e-04,1.51987500e-02
-1.19526250e-07,2.46093750e-04,1.52462500e-02
-1.19486250e-07,1.89843750e-04,1.52756250e-02
-1.19446250e-07,2.60156250e-04,1.52550000e-02
-1.19406250e-07,3.67968750e-04,1.51843750e-02
-1.19366250e-07,3.70312500e-04,1.51050000e-02
-1.19326250e-07,1.82812500e-04,1.50775000e-02
-1.19286250e-07,-1.38281250e-04,1.51362500e-02
-1.19246250e-07,-4.17187500e-04,1.52612500e-02
-1.19206250e-07,-4.71093750e-04,1.53837500e-02
-1.19166250e-07,-2.46093750e-04,1.54306250e-02
-1.19126250e-07,1.21875000e-04,1.53762500e-02
-1.19086250e-07,4.17187500e-04,1.52612500e-02
-1.19046250e-07,4.80468750e-04,1.51618750e-02
-1.19006250e-07,3.28125000e-04,1.51393750e-02
-1.18966250e-07,1.45312500e-04,1.51956250e-02
-1.18926250e-07,1.26562500e-04,1.52800000e-02
-1.18886250e-07,3.32812500e-04,1.53300000e-02
-1.18846250e-07,6.35156250e-04,1.53156250e-02
-1.18806250e-07,8.27343750e-04,1.52575000e-02
-1.18766250e-07,7.75781250e-04,1.52043750e-02
-1.18726250e-07,5.27343750e-04,1.51925000e-02
-1.18686250e-07,2.67187500e-04,1.52200000e-02
-1.18646250e-07,1.68750000e-04,1.52556250e-02
-1.18606250e-07,2.53125000e-04,1.52656250e-02
-1.18566250e-07,3.93750000e-04,1.52418750e-02
-1.18526250e-07,4.26562500e-04,1.52037500e-02
-1.18486250e-07,3.09375000e-04,1.51818750e-02
-1.18446250e-07,1.57031250e-04,1.51931250e-02
-1.18406250e-07,1.38281250e-04,1.52325000e-02
-1.18366250e-07,3.18750000e-04,1.52768750e-02
-1.18326250e-07,5.78906250e-04,1.53062500e-02
-1.18286250e-07,6.98437500e-04,1.53093750e-02
-1.18246250e-07,5.27343750e-04,1.52906250e-02
-1.18206250e-07,1.21875000e-04,1.52581250e-02
-1.18166250e-07,-2.85937500e-04,1.52225000e-02
-1.18126250e-07,-4.68750000e-04,1.51962500e-02
-1.18086250e-07,-3.75000000e-04,1.51906250e-02
-1.18046250e-07,-1.47656250e-04,1.52181250e-02
-1.18006250e-07,-2.34375000e-06,1.52768750e-02
-1.17966250e-07,-3.28125000e-05,1.53493750e-02
-1.17926250e-07,-1.40625000e-04,1.54037500e-02
-1.17886250e-07,-1.35937500e-04,1.54075000e-02
-1.17846250e-07,8.43750000e-05,1.53518750e-02
-1.17806250e-07,4.26562500e-04,1.52581250e-02
-1.17766250e-07,6.70312500e-04,1.51743750e-02
-1.17726250e-07,6.39843750e-04,1.51450000e-02
-1.17686250e-07,3.60937500e-04,1.51856250e-02
-1.17646250e-07,3.98437500e-05,1.52687500e-02
-1.17606250e-07,-8.20312500e-05,1.53406250e-02
-1.17566250e-07,1.07812500e-04,1.53575000e-02
-1.17526250e-07,5.06250000e-04,1.53143750e-02
-1.17486250e-07,8.88281250e-04,1.52512500e-02
-1.17446250e-07,1.03593750e-03,1.52256250e-02
-1.17406250e-07,8.62500000e-04,1.52731250e-02
-1.17366250e-07,4.52343750e-04,1.53787500e-02
-1.17326250e-07,0.00000000e+00,1.54862500e-02
-1.17286250e-07,-2.81250000e-04,1.55293750e-02
-1.17246250e-07,-2.53125000e-04,1.54775000e-02
-1.17206250e-07,6.09375000e-05,1.53537500e-02
-1.17166250e-07,4.99218750e-04,1.52212500e-02
-1.17126250e-07,8.15625000e-04,1.51468750e-02
-1.17086250e-07,8.48437500e-04,1.51618750e-02
-1.17046250e-07,6.04687500e-04,1.52456250e-02
-1.17006250e-07,2.88281250e-04,1.53387500e-02
-1.16966250e-07,1.42968750e-04,1.53793750e-02
-1.16926250e-07,2.90625000e-04,1.53356250e-02
-1.16886250e-07,6.23437500e-04,1.52256250e-02
-1.16846250e-07,8.92968750e-04,1.51056250e-02
-1.16806250e-07,8.97656250e-04,1.50412500e-02
-1.16766250e-07,6.35156250e-04,1.50712500e-02
-1.16726250e-07,2.97656250e-04,1.51850000e-02
-1.16686250e-07,1.07812500e-04,1.53256250e-02
-1.16646250e-07,1.52343750e-04,1.54225000e-02
-1.16606250e-07,3.23437500e-04,1.54256250e-02
-1.16566250e-07,4.35937500e-04,1.53400000e-02
-1.16526250e-07,3.91406250e-04,1.52162500e-02
-1.16486250e-07,2.46093750e-04,1.51250000e-02
-1.16446250e-07,1.54687500e-04,1.51106250e-02
-1.16406250e-07,2.03906250e-04,1.51675000e-02
-1.16366250e-07,3.56250000e-04,1.52506250e-02
-1.16326250e-07,4.75781250e-04,1.53062500e-02
-1.16286250e-07,4.68750000e-04,1.53087500e-02
-1.16246250e-07,3.60937500e-04,1.52693750e-02
-1.16206250e-07,2.50781250e-04,1.52206250e-02
-1.16166250e-07,2.17968750e-04,1.51931250e-02
-1.16126250e-07,2.36718750e-04,1.51962500e-02
-1.16086250e-07,2.25000000e-04,1.52243750e-02
-1.16046250e-07,1.33593750e-04,1.52687500e-02
-1.16006250e-07,1.17187500e-05,1.53268750e-02
-1.15966250e-07,-3.98437500e-05,1.53925000e-02
-1.15926250e-07,2.57812500e-05,1.54518750e-02
-1.15886250e-07,1.38281250e-04,1.54862500e-02
-1.15846250e-07,1.61718750e-04,1.54850000e-02
-1.15806250e-07,3.51562500e-05,1.54587500e-02
-1.15766250e-07,-1.57031250e-04,1.54331250e-02
-1.15726250e-07,-2.41406250e-04,1.54225000e-02
-1.15686250e-07,-9.84375000e-05,1.54143750e-02
-1.15646250e-07,2.15625000e-04,1.53781250e-02
