Model,MSO64
Channel,CH1,,Channel,CH2
Waveform Type,ANALOG,,Waveform Type,ANALOG
Horizontal Units,s,,Horizontal Units,s
Sample Interval,4.00000000e-11,,Sample Interval,4.00000000e-11
Record Length,90000,,Record Length,90000
Zero Index,4409.51562500,,Zero Index,4409.51562500
Vertical Units,V,,Vertical Units,V
,,,,
ANALOG_Thumbnail,,,ANALOG_Thumbnail,

TIME,CH1,CH2
-1.76380625e-07,5.84062500e-04,1.56900000e-02
-1.76340625e-07,6.05937500e-04,1.57300000e-02
-1.76300625e-07,5.44687500e-04,1.57787500e-02
-1.76260625e-07,4.55000000e-04,1.58275000e-02
-1.76220625e-07,3.71875000e-04,1.58606250e-02
-1.76180625e-07,2.95312500e-04,1.58662500e-02
-1.76140625e-07,1.96875000e-04,1.58468750e-02
-1.76100625e-07,5.90625000e-05,1.58287500e-02
-1.76060625e-07,-9.40625000e-05,1.58475000e-02
-1.76020625e-07,-2.20937500e-04,1.59187500e-02
-1.75980625e-07,-2.84375000e-04,1.60143750e-02
-1.75940625e-07,-2.80000000e-04,1.60731250e-02
-1.75900625e-07,-2.20937500e-04,1.60362500e-02
-1.75860625e-07,-1.20312500e-04,1.58931250e-02
-1.75820625e-07,1.75000000e-05,1.56950000e-02
-1.75780625e-07,1.83750000e-04,1.55287500e-02
-1.75740625e-07,3.41250000e-04,1.54606250e-02
-1.75700625e-07,4.30937500e-04,1.54956250e-02
-1.75660625e-07,4.06875000e-04,1.55800000e-02
-1.75620625e-07,2.80000000e-04,1.56481250e-02
-1.75580625e-07,1.22500000e-04,1.56718750e-02
-1.75540625e-07,4.59375000e-05,1.56731250e-02
-1.75500625e-07,1.20312500e-04,1.56981250e-02
-1.75460625e-07,3.45625000e-04,1.57687500e-02
-1.75420625e-07,6.34375000e-04,1.58612500e-02
-1.75380625e-07,8.66250000e-04,1.59275000e-02
-1.75340625e-07,9.40625000e-04,1.59312500e-02
-1.75300625e-07,8.22500000e-04,1.58793750e-02
-1.75260625e-07,5.57812500e-04,1.58037500e-02
-1.75220625e-07,2.62500000e-04,1.57362500e-02
-1.75180625e-07,8.31250000e-05,1.56818750e-02
-1.75140625e-07,1.31250000e-04,1.56293750e-02
-1.75100625e-07,4.13437500e-04,1.55806250e-02
-1.75060625e-07,7.98437500e-04,1.55587500e-02
-1.75020625e-07,1.05656250e-03,1.55937500e-02
-1.74980625e-07,1.00406250e-03,1.56862500e-02
-1.74940625e-07,6.25625000e-04,1.57950000e-02
-1.74900625e-07,1.18125000e-04,1.58612500e-02
-1.74860625e-07,-2.12187500e-04,1.58537500e-02
-1.74820625e-07,-1.59687500e-04,1.57968750e-02
-1.74780625e-07,2.25312500e-04,1.57550000e-02
-1.74740625e-07,6.60625000e-04,1.57825000e-02
-1.74700625e-07,8.31250000e-04,1.58781250e-02
-1.74660625e-07,6.32187500e-04,1.59850000e-02
-1.74620625e-07,2.47187500e-04,1.60356250e-02
-1.74580625e-07,6.56250000e-06,1.59968750e-02
-1.74540625e-07,1.20312500e-04,1.58943750e-02
-1.74500625e-07,4.87812500e-04,1.57875000e-02
-1.74460625e-07,7.70000000e-04,1.57281250e-02
-1.74420625e-07,6.67187500e-04,1.57300000e-02
-1.74380625e-07,1.70625000e-04,1.57687500e-02
-1.74340625e-07,-3.95937500e-04,1.58087500e-02
-1.74300625e-07,-6.05937500e-04,1.58256250e-02
-1.74260625e-07,-2.73437500e-04,1.58218750e-02
-1.74220625e-07,4.00312500e-04,1.58168750e-02
-1.74180625e-07,9.64687500e-04,1.58318750e-02
-1.74140625e-07,1.05000000e-03,1.58768750e-02
-1.74100625e-07,6.45312500e-04,1.59406250e-02
-1.74060625e-07,8.09375000e-05,1.59968750e-02
-1.74020625e-07,-2.25312500e-04,1.60100000e-02
-1.73980625e-07,-8.96875000e-05,1.59581250e-02
-1.73940625e-07,3.25937500e-04,1.58443750e-02
-1.73900625e-07,6.69375000e-04,1.57056250e-02
-1.73860625e-07,6.80312500e-04,1.55925000e-02
-1.73820625e-07,3.80625000e-04,1.55462500e-02
