Model,MSO64
Channel,CH1,,Channel,CH2
Waveform Type,ANALOG,,Waveform Type,ANALOG
Horizontal Units,s,,Horizontal Units,s
Sample Interval,4.00000000e-11,,Sample Interval,4.00000000e-11
Record Length,90000,,Record Length,90000
Zero Index,4409.80468750,,Zero Index,4409.80468750
Vertical Units,V,,Vertical Units,V
,,,,
ANALOG_Thumbnail,,,ANALOG_Thumbnail,

TIME,CH1,CH2
-1.76392188e-07,-7.26562500e-05,1.42818750e-02
-1.76352188e-07,-5.15625000e-05,1.44787500e-02
-1.76312188e-07,-3.04687500e-05,1.46637500e-02
-1.76272188e-07,-3.51562500e-05,1.47531250e-02
-1.76232188e-07,-3.51562500e-05,1.47293750e-02
-1.76192188e-07,2.34375000e-05,1.46387500e-02
-1.76152188e-07,1.42968750e-04,1.45537500e-02
-1.76112188e-07,2.46093750e-04,1.45206250e-02
-1.76072188e-07,2.41406250e-04,1.45400000e-02
-1.76032188e-07,1.10156250e-04,1.45775000e-02
-1.75992188e-07,-5.15625000e-05,1.45950000e-02
-1.75952188e-07,-1.03125000e-04,1.45818750e-02
-1.75912188e-07,2.10937500e-05,1.45531250e-02
-1.75872188e-07,2.39062500e-04,1.45325000e-02
-1.75832188e-07,3.72656250e-04,1.45356250e-02
-1.75792188e-07,2.78906250e-04,1.45581250e-02
-1.75752188e-07,-2.81250000e-05,1.45806250e-02
-1.75712188e-07,-3.70312500e-04,1.45868750e-02
-1.75672188e-07,-5.39062500e-04,1.45700000e-02
-1.75632188e-07,-4.31250000e-04,1.45418750e-02
-1.75592188e-07,-1.19531250e-04,1.45231250e-02
-1.75552188e-07,2.08593750e-04,1.45318750e-02
-1.75512188e-07,3.91406250e-04,1.45725000e-02
-1.75472188e-07,3.86718750e-04,1.46287500e-02
-1.75432188e-07,2.81250000e-04,1.46693750e-02
-1.75392188e-07,2.08593750e-04,1.46650000e-02
-1.75352188e-07,2.41406250e-04,1.46062500e-02
-1.75312188e-07,3.49218750e-04,1.45100000e-02
-1.75272188e-07,4.35937500e-04,1.44112500e-02
-1.75232188e-07,4.12500000e-04,1.43475000e-02
-1.75192188e-07,2.57812500e-04,1.43375000e-02
-1.75152188e-07,3.98437500e-05,1.43718750e-02
-1.75112188e-07,-1.31250000e-04,1.44268750e-02
-1.75072188e-07,-1.54687500e-04,1.44750000e-02
-1.75032188e-07,0.00000000e+00,1.45031250e-02
-1.74992188e-07,2.76562500e-04,1.45100000e-02
-1.74952188e-07,5.48437500e-04,1.45031250e-02
-1.74912188e-07,6.75000000e-04,1.44900000e-02
-1.74872188e-07,5.64843750e-04,1.44787500e-02
-1.74832188e-07,2.36718750e-04,1.44787500e-02
-1.74792188e-07,-1.78125000e-04,1.45000000e-02
-1.74752188e-07,-4.89843750e-04,1.45456250e-02
-1.74712188e-07,-5.48437500e-04,1.45975000e-02
-1.74672188e-07,-3.32812500e-04,1.46193750e-02
-1.74632188e-07,4.21875000e-05,1.45781250e-02
-1.74592188e-07,3.72656250e-04,1.44681250e-02
-1.74552188e-07,4.87500000e-04,1.43318750e-02
-1.74512188e-07,3.39843750e-04,1.42393750e-02
-1.74472188e-07,1.40625000e-05,1.42475000e-02
-1.74432188e-07,-3.16406250e-04,1.43612500e-02
-1.74392188e-07,-4.92187500e-04,1.45275000e-02
-1.74352188e-07,-4.33593750e-04,1.46706250e-02
-1.74312188e-07,-1.75781250e-04,1.47418750e-02
-1.74272188e-07,1.61718750e-04,1.47462500e-02
-1.74232188e-07,4.24218750e-04,1.47262500e-02
-1.74192188e-07,4.92187500e-04,1.47181250e-02
-1.74152188e-07,3.37500000e-04,1.47162500e-02
-1.74112188e-07,3.75000000e-05,1.46881250e-02
-1.74072188e-07,-2.39062500e-04,1.46112500e-02
-1.74032188e-07,-3.32812500e-04,1.45093750e-02
-1.73992188e-07,-1.71093750e-04,1.44437500e-02
-1.73952188e-07,1.66406250e-04,1.44687500e-02
-1.73912188e-07,4.94531250e-04,1.45831250e-02
-1.73872188e-07,6.42187500e-04,1.47268750e-02
-1.73832188e-07,5.64843750e-04,1.48212500e-02
-1.73792188e-07,3.58593750e-04,1.48231250e-02
-1.73752188e-07,2.01562500e-04,1.47537500e-02
-1.73712188e-07,1.99218750e-04,1.46712500e-02
-1.73672188e-07,3.25781250e-04,1.46262500e-02
-1.73632188e-07,4.35937500e-04,1.46275000e-02
-1.73592188e-07,4.10156250e-04,1.46512500e-02
-1.73552188e-07,2.36718750e-04,1.46681250e-02
-1.73512188e-07,4.45312500e-05,1.46650000e-02
-1.73472188e-07,-2.10937500e-05,1.46406250e-02
-1.73432188e-07,9.84375000e-05,1.45881250e-02
-1.73392188e-07,3.02343750e-04,1.44968750e-02
-1.73352188e-07,4.21875000e-04,1.43737500e-02
